N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma_r,sigma_t,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
357.65994,3.7393305,3.75189,3.7475703,3.7559159,3.7377143,3.7092042,76.85893,0.042618237,0.4842006,79.42228,79.30221,79.83557,79.734566,81.099785,83.64994,135.62067,135.49129,135.2223,135.12267,135.20338,136.08974
358.11594,3.7416897,3.7473447,3.7497776,3.736268,3.773651,3.7038298,76.83951,0.0387953,0.4118386,79.35399,79.61844,79.78033,81.36883,79.64809,83.94274,135.67284,135.32344,135.2103,135.58473,134.67972,136.15382
358.37927,3.741691,3.7484272,3.7509236,3.7291133,3.7923706,3.7147453,76.843056,0.037042335,0.47980782,79.36614,79.500984,79.82063,82.38376,78.41515,83.21844,135.66042,135.36206,135.19736,135.83037,134.18642,135.88097
354.3313,3.7381792,3.7396886,3.7400699,3.73004,3.6991436,3.6888337,76.82258,0.039097507,0.5104167,79.19128,79.5543,79.80714,80.43111,84.58917,84.17194,135.78691,135.3176,135.18141,135.25928,136.2549,136.24336
359.34265,3.7416375,3.746229,3.7542288,3.7465885,3.7257802,3.7123652,76.904594,0.043181885,0.47619334,79.46544,79.624176,79.77565,81.05644,83.2706,83.746346,135.6432,135.3899,135.26778,135.56055,136.001,136.17148
355.99994,3.7413628,3.740853,3.7420254,3.6903431,3.8123214,3.6961718,76.89018,0.03617651,0.44921005,79.46163,79.718796,79.85397,84.48454,75.9146,84.095,135.61655,135.3177,135.25679,136.41669,133.31479,136.28416
360.3078,3.7426338,3.7484405,3.7540789,3.7668293,3.7992172,3.7133503,76.87242,0.041543864,0.4103882,79.30682,79.62862,79.87551,79.651726,78.05155,83.74236,135.74167,135.32799,135.23413,135.07404,134.07054,136.12201
357.51013,3.7430189,3.749362,3.7479942,3.744652,3.6663978,3.7171366,76.85765,0.038885523,0.52407086,79.26887,79.51022,79.84877,80.509315,86.856606,83.25983,135.7678,135.37166,135.21939,135.29254,136.89142,135.90355
358.6659,3.740038,3.7510176,3.7509012,3.737382,3.67786,3.7152836,76.88278,0.041956693,0.5748966,79.39998,79.56648,79.8868,82.00215,86.39801,83.26031,135.6861,135.37749,135.24446,135.83641,136.78755,135.94368
359.36658,3.7414913,3.749621,3.7537127,3.744694,3.7674966,3.7240498,76.883255,0.043067325,0.58695656,79.33187,79.7079,79.83921,80.58739,79.80368,83.2426,135.74297,135.30888,135.24579,135.4057,134.70372,135.91449
357.47977,3.7408507,3.7483587,3.7487152,3.7095602,3.7748094,3.7121203,76.8798,0.036005527,0.4809101,79.35327,79.38893,79.823296,82.59247,79.32061,83.76672,135.7086,135.45853,135.25911,135.92572,134.54895,136.12329
359.34216,3.7442546,3.7488759,3.750707,3.7208471,3.6950855,3.7264476,76.92405,0.036115486,0.5229889,79.38425,79.7674,79.90762,82.12023,85.02898,82.606514,135.75795,135.31332,135.2808,135.86519,136.4862,135.74947
359.69254,3.7434485,3.7472606,3.7516897,3.7808187,3.7362776,3.7196224,76.9193,0.038059175,0.52040607,79.41326,79.84516,79.86112,78.450806,82.66768,83.35258,135.71335,135.27837,135.28131,134.78784,135.74004,136.02531
358.61072,3.74055,3.745037,3.7521045,3.7597806,3.7444167,3.717022,76.930244,0.04468006,0.51444983,79.48206,79.98019,79.82871,79.64576,81.20001,83.02016,135.66725,135.22244,135.30357,135.14714,135.30698,135.9274
360.28958,3.7412014,3.7432494,3.7535627,3.7329576,3.7743647,3.7161193,76.917786,0.03947302,0.4987225,79.42842,80.00871,79.873375,81.86114,79.65015,83.758675,135.69713,135.18208,135.28162,135.77611,134.73166,136.18027
357.57324,3.7409172,3.7416842,3.7495346,3.7364626,3.6766665,3.710788,76.868576,0.04183265,0.55519307,79.427055,79.853546,79.85957,81.356544,86.30466,83.68442,135.64053,135.21638,135.23347,135.61917,136.74031,136.08911
357.48398,3.745217,3.7439716,3.7471316,3.7078283,3.8415968,3.719345,76.85527,0.03948051,0.4534182,79.28163,79.60092,79.82203,83.45286,74.29292,83.043724,135.74342,135.34143,135.22772,136.13857,132.51071,135.85216
357.1191,3.7399323,3.7474694,3.7481484,3.7178366,3.7148545,3.7199237,76.79545,0.040104926,0.4627873,79.28743,79.496124,79.774185,82.32315,83.30093,82.786736,135.68222,135.30124,135.16083,135.7758,135.87186,135.66348
359.7558,3.7444823,3.7472239,3.7553587,3.7314677,3.740044,3.7198455,76.87005,0.04167374,0.46900237,79.27174,79.497284,79.78434,81.88325,81.80803,83.233055,135.7779,135.41219,135.24611,135.72333,135.49332,135.95314
359.842,3.7420156,3.7477067,3.7565348,3.7396522,3.6967263,3.7215629,76.85833,0.036426205,0.46581134,79.38386,79.72778,79.77107,81.83889,85.25958,83.48488,135.64996,135.26883,135.22911,135.69196,136.39917,136.00424
360.48962,3.7414908,3.752257,3.7543418,3.7283368,3.801331,3.7201545,76.94574,0.04000529,0.49032694,79.46996,79.444145,79.79559,82.23046,77.80088,83.58775,135.69862,135.51062,135.30612,135.90123,134.13354,136.13748
359.45065,3.7413254,3.7405684,3.7541273,3.7321057,3.7704947,3.7211332,76.89222,0.033481114,0.47164434,79.4364,79.98495,79.803024,81.78527,79.460625,83.31828,135.66902,135.16275,135.26022,135.71417,134.7339,135.9848
359.058,3.7422132,3.7467556,3.750339,3.7581108,3.772619,3.7232125,76.90008,0.035185155,0.49821836,79.398605,79.741425,79.881744,80.23992,79.2525,82.913666,135.70097,135.31439,135.27206,135.28932,134.6361,135.85277
358.0367,3.7427642,3.7430456,3.7501018,3.7575536,3.7780938,3.7237244,76.85728,0.04103084,0.4586817,79.33606,79.656006,79.874054,79.83316,79.307724,82.665474,135.71983,135.30464,135.20848,135.084,134.56262,135.7158
358.92844,3.7410545,3.7524943,3.7518823,3.7085586,3.7165656,3.7246203,76.8489,0.03980519,0.46267956,79.30877,79.1558,79.86676,83.636765,83.57558,83.009224,135.71947,135.57507,135.20184,136.11615,135.96643,135.78664
358.5551,3.7399557,3.7481465,3.7516303,3.7252667,3.8020947,3.7029881,76.89314,0.037443258,0.537114,79.39712,79.569435,79.89052,82.26431,76.85438,84.01219,135.68898,135.38461,135.25697,135.91124,133.68582,136.27948
357.98337,3.744621,3.7387395,3.7494621,3.71882,3.7564688,3.710537,76.86911,0.03992484,0.46280614,79.320885,79.89782,79.828514,82.531044,80.72609,83.15044,135.73541,135.2007,135.23027,135.94257,135.12527,135.90602
358.85657,3.742449,3.7494357,3.751095,3.7383277,3.7245839,3.7208097,76.848915,0.037666153,0.50046676,79.32164,79.53469,79.76553,81.37899,82.579155,83.08942,135.71902,135.33572,135.2098,135.59625,135.70518,135.87411
359.60687,3.7399328,3.744106,3.7554002,3.749858,3.734913,3.71534,76.8957,0.040884987,0.49657497,79.45888,79.86023,79.814316,80.350365,82.44472,83.623474,135.63799,135.20467,135.26439,135.3211,135.733,136.08806
358.6891,3.7436814,3.7430847,3.751173,3.767045,3.827415,3.7108073,76.91399,0.039944645,0.43007094,79.36395,79.8965,79.82612,79.58353,75.443,83.66028,135.73903,135.23674,135.28955,135.14185,133.1822,136.1489
356.75275,3.739614,3.7467256,3.7465518,3.75203,3.741585,3.7176392,76.83208,0.04271498,0.5071146,79.42122,79.28477,79.79716,79.75461,81.08086,82.698364,135.57144,135.45557,135.20525,135.0319,135.15703,135.64676
360.5564,3.7413728,3.7530308,3.756524,3.7776787,3.759345,3.7201335,76.85448,0.03570685,0.5140927,79.37365,79.496414,79.77731,79.00758,80.759476,83.547516,135.65617,135.3916,135.22443,134.94254,135.08109,136.04546
360.32336,3.7419777,3.7485602,3.7544935,3.783495,3.7938318,3.7071831,76.88792,0.04415345,0.5072675,79.43724,79.760056,79.828316,78.376526,78.594345,84.45782,135.6661,135.29985,135.25093,134.7455,134.3125,136.40437
359.0227,3.7447736,3.7418532,3.7509673,3.7449555,3.7022574,3.7135859,76.8573,0.03937456,0.47553217,79.26552,79.82284,79.81453,80.77447,84.7823,83.63148,135.75166,135.224,135.21156,135.4466,136.31885,136.09238
359.78317,3.7441902,3.751376,3.7554557,3.7298815,3.791899,3.733714,76.83586,0.04153486,0.5188116,79.28129,79.444275,79.83041,82.14127,78.698746,82.527756,135.73346,135.39174,135.19688,135.74345,134.29236,135.63454
358.16647,3.7429411,3.7493143,3.7495916,3.699768,3.6735666,3.7224548,76.86483,0.04213099,0.43949893,79.356575,79.48955,79.85894,83.912964,85.798096,82.7853,135.68454,135.39827,135.23607,136.27502,136.66081,135.76102
356.87543,3.739197,3.7308621,3.7490337,3.705156,3.7569668,3.7045412,76.905624,0.041223977,0.51769096,79.27576,80.26761,79.82305,83.05201,79.93373,83.85879,135.82947,135.02913,135.25478,136.07397,134.9063,136.20831
358.386,3.744875,3.739863,3.7518144,3.7460155,3.763093,3.718433,76.91191,0.041723378,0.4622221,79.35452,80.01326,79.84761,81.17419,80.111786,83.30089,135.74297,135.18834,135.26947,135.6029,134.9446,135.95592
358.31345,3.7441733,3.743494,3.7488666,3.7632475,3.663395,3.6952167,76.90296,0.046282202,0.4613151,79.16047,79.89062,79.85045,79.30861,87.41736,85.096855,135.94951,135.21933,135.2653,135.04445,137.0793,136.60783
358.18738,3.7412996,3.7496238,3.7503662,3.7651455,3.6929195,3.717628,76.88801,0.036835495,0.4910291,79.357765,79.34917,79.81957,79.43685,84.99577,83.42051,135.70105,135.49896,135.25272,135.05963,136.45418,136.03896
358.0699,3.7422993,3.751914,3.7502463,3.7271085,3.7133613,3.713351,76.85793,0.040223483,0.46728104,79.31082,79.19341,79.82494,82.24918,83.26929,83.37777,135.72783,135.56006,135.22299,135.86139,135.87686,135.94353
358.8645,3.7416024,3.7472594,3.75271,3.7577324,3.8365185,3.7137551,76.87072,0.039134614,0.55932015,79.36533,79.6272,79.82529,79.92794,75.13387,83.363495,135.68312,135.35294,135.24937,135.15785,132.93286,135.99295
358.62302,3.7410536,3.7430248,3.7516,3.7305803,3.788454,3.718205,76.83448,0.045297038,0.5519691,79.35286,79.79848,79.85234,81.77962,78.37869,83.0715,135.65202,135.21887,135.20476,135.6778,134.23953,135.82404
358.39468,3.7385526,3.7423427,3.7517297,3.7079058,3.801671,3.726482,76.83485,0.040241845,0.4718479,79.36979,79.58243,79.77899,83.57773,77.443085,82.82585,135.65715,135.3159,135.19858,136.16225,133.80435,135.73645
358.4808,3.7407053,3.7411554,3.7488835,3.7257266,3.772354,3.7130756,76.93082,0.03833621,0.48129946,79.45336,80.143326,79.86181,82.269,79.54097,83.57168,135.6725,135.11694,135.29596,135.8947,134.76303,136.13794
358.8747,3.7432542,3.749961,3.7518692,3.7365167,3.7458785,3.7138112,76.8354,0.044017825,0.5099772,79.327545,79.653076,79.78416,81.81348,81.861435,83.42616,135.69826,135.29588,135.19464,135.66306,135.4752,135.95044
358.24423,3.7402298,3.739238,3.7496662,3.736937,3.7881024,3.7169766,76.89094,0.0401627,0.48980036,79.38343,80.19711,79.83465,81.36981,77.9074,82.900314,135.70195,135.05185,135.25214,135.65047,134.07599,135.81824
358.65878,3.7419863,3.7443898,3.7513177,3.7098353,3.7374072,3.7085736,76.85684,0.036505267,0.45537436,79.33347,79.68203,79.8052,83.73239,82.09699,83.7639,135.7052,135.3067,135.22687,136.16605,135.57475,136.12665
358.20648,3.7378945,3.7419298,3.749164,3.7335505,3.7311642,3.7149918,76.87298,0.045796394,0.49686405,79.43383,79.81284,79.80738,80.93854,82.64074,83.205765,135.63054,135.19528,135.24,135.52603,135.71898,135.91331
358.94666,3.741324,3.7463999,3.7532995,3.717685,3.8364868,3.7319825,76.92815,0.050090656,0.46618104,79.38996,79.907845,79.79306,82.95698,75.22868,82.209946,135.7506,135.28162,135.2927,136.01392,133.00131,135.56392
358.94983,3.7404737,3.7438977,3.7500587,3.7294967,3.7851465,3.710101,76.92387,0.04105069,0.50500673,79.48652,79.77597,79.86152,82.14067,79.080605,84.04019,135.64806,135.3195,135.29568,135.82402,134.5551,136.28409
358.03207,3.7398276,3.7486181,3.749928,3.7398276,3.7754683,3.7137883,76.90376,0.042531542,0.47960004,79.48569,79.67386,79.84508,81.19457,78.784836,83.24304,135.63707,135.35706,135.27184,135.54628,134.43721,135.96999
357.86417,3.7420702,3.7410188,3.7506406,3.7537992,3.7025106,3.7127686,76.85308,0.037437495,0.47958663,79.249916,79.6951,79.820145,79.84508,84.173225,83.29685,135.77025,135.2889,135.21437,135.17963,136.16171,135.95401
360.00928,3.7429585,3.743828,3.7529447,3.7245321,3.7082512,3.7262096,76.86363,0.04241327,0.50086355,79.34939,79.75541,79.859665,82.36575,83.4936,83.123245,135.69083,135.24973,135.2221,135.85706,136.0,135.85947
359.28036,3.7405326,3.7472403,3.754967,3.7577264,3.6750777,3.7283204,76.921425,0.047659535,0.49307302,79.52389,79.67809,79.885086,80.399,87.56955,82.69013,135.61412,135.38525,135.2761,135.39073,137.07335,135.7462
357.47174,3.7409978,3.7445822,3.747801,3.748358,3.7406013,3.7062635,76.891304,0.04417974,0.47776765,79.33183,79.671776,79.878555,79.80201,81.33536,83.75192,135.75447,135.34006,135.25279,135.17944,135.25348,136.16364
357.8582,3.7388263,3.7494621,3.751293,3.7182245,3.7875857,3.715386,76.85647,0.038292434,0.50312567,79.382355,79.43501,79.76893,83.033676,77.79038,83.34473,135.64035,135.41354,135.23155,136.03725,134.01073,135.92947
359.81018,3.7405128,3.7504377,3.753842,3.7306252,3.7854676,3.711251,76.85633,0.0415805,0.49161485,79.3757,79.28949,79.84907,81.95877,78.95934,84.32288,135.66273,135.50465,135.22513,135.72067,134.45586,136.31905
359.9524,3.7414415,3.7524323,3.7532194,3.7216349,3.748911,3.709964,76.91371,0.038136635,0.5563988,79.39169,79.613235,79.82583,82.65314,81.36292,83.87964,135.71808,135.40233,135.26529,135.96416,135.33635,136.21329
361.11322,3.7418299,3.7532089,3.7576985,3.771812,3.7703168,3.731818,76.891365,0.044994496,0.46179658,79.44731,79.15936,79.792336,79.13547,80.490555,83.0482,135.66116,135.59769,135.26273,134.98378,135.07332,135.88516
361.8147,3.7399986,3.751606,3.7592847,3.7517095,3.770249,3.7264543,76.859146,0.038084436,0.6114304,79.43782,79.44166,79.87133,81.40581,79.83043,83.611465,135.63094,135.43477,135.21892,135.60487,134.79324,136.05757
361.24915,3.7418017,3.750052,3.75649,3.7594905,3.8505998,3.7284987,76.84739,0.040557988,0.5667696,79.40898,79.50398,79.85047,80.627594,74.091896,83.31548,135.62555,135.39076,135.21451,135.38422,132.3916,135.94058
358.54602,3.7407012,3.7486467,3.751625,3.7358422,3.8011653,3.7240243,76.86754,0.04032125,0.48322082,79.34726,79.50082,79.764595,81.74331,76.821205,83.181206,135.6966,135.41211,135.23428,135.66393,133.64207,135.8874
359.82935,3.7389433,3.748629,3.7542198,3.715698,3.7644503,3.7144895,76.85578,0.040398747,0.4024573,79.47967,79.695526,79.77523,83.288445,79.94812,83.98287,135.57585,135.26678,135.2223,136.12054,134.7872,136.21992
359.3086,3.7437112,3.7481186,3.7534745,3.6850336,3.7163465,3.714001,76.86892,0.04423574,0.39087278,79.30427,79.59895,79.79844,85.60781,83.76789,83.66284,135.75424,135.3461,135.2332,136.62512,136.02005,136.05806
355.74496,3.7420056,3.7365065,3.7422938,3.730296,3.7302473,3.7097926,76.894745,0.037887193,0.5731837,79.34872,80.03946,79.84711,81.17046,81.729324,82.880104,135.7407,135.1531,135.24811,135.63986,135.43886,135.81671
356.55728,3.7420914,3.7374375,3.7457006,3.7156713,3.774698,3.7068648,76.914154,0.038353186,0.58083665,79.37592,79.99525,79.838936,81.99155,79.453285,83.49466,135.7386,135.18741,135.26996,135.8768,134.73318,136.0936
358.38602,3.7429216,3.7382467,3.7490594,3.7395663,3.7250874,3.7219076,76.831696,0.043932598,0.51447827,79.36552,80.011894,79.81604,81.10441,83.28462,83.2441,135.61961,135.08495,135.19191,135.46873,135.84529,135.84612
357.37766,3.739835,3.745765,3.7487304,3.743244,3.743036,3.7114654,76.862305,0.040592648,0.49039516,79.400986,79.72964,79.87066,80.66632,81.19705,83.47578,135.64793,135.27417,135.22441,135.4136,135.26884,136.03844
359.2774,3.7426982,3.744475,3.7518375,3.7389581,3.759182,3.717398,76.82644,0.041666575,0.5249103,79.34471,79.86954,79.910576,81.70605,80.89524,83.48906,135.65877,135.17291,135.17627,135.63771,135.08257,136.02008
358.5852,3.7410758,3.7480588,3.7491517,3.7367175,3.7598515,3.7233195,76.79888,0.042803347,0.51632494,79.32377,79.76227,79.92143,81.66388,80.41371,83.187325,135.63652,135.19682,135.15326,135.61641,134.9028,135.80109
360.16953,3.7417314,3.7480667,3.7546115,3.7487438,3.7433064,3.7187827,76.89656,0.034543958,0.55675226,79.41545,79.5579,79.85202,80.684845,81.72246,83.515656,135.69536,135.40489,135.25049,135.42674,135.45422,136.08806
360.98657,3.7424843,3.7536638,3.7559354,3.746746,3.7080781,3.7201207,76.876564,0.0410995,0.5442019,79.32455,79.406006,79.90954,81.43961,84.6155,83.53279,135.7492,135.47244,135.22873,135.615,136.37154,136.08716
358.65115,3.739876,3.7467744,3.7511337,3.7419567,3.716754,3.7222104,76.80706,0.042592753,0.4800936,79.366,79.529945,79.8684,81.106575,83.49369,82.76559,135.62181,135.3212,135.16623,135.50847,135.91154,135.68779
358.6144,3.7423522,3.748911,3.7509973,3.7216134,3.753195,3.7271745,76.82875,0.03768073,0.52674896,79.35669,79.54129,79.79229,82.67638,81.07635,82.92091,135.6672,135.3103,135.20099,135.89699,135.13567,135.78435
358.66925,3.743015,3.7479439,3.7522388,3.7476714,3.7132647,3.7189844,76.851616,0.036514677,0.50462055,79.26501,79.485344,79.75399,80.65312,83.55049,83.40457,135.74419,135.38258,135.2045,135.37077,135.99562,135.96088
358.56866,3.7419474,3.74676,3.750679,3.7680688,3.7510707,3.721049,76.8514,0.03837987,0.4402292,79.35985,79.38132,79.830376,79.40054,81.08026,83.0438,135.67906,135.42764,135.20697,134.98926,135.2012,135.82625
359.7282,3.7433426,3.7468002,3.7533174,3.750252,3.719298,3.7348313,76.87949,0.037730686,0.45370904,79.312965,79.60358,79.82355,80.75897,83.95599,82.70932,135.76419,135.35439,135.24039,135.43227,136.13815,135.72552
357.60098,3.7398868,3.7442932,3.7504668,3.731651,3.688784,3.7220173,76.87592,0.039448813,0.5129484,79.338234,79.722145,79.80841,81.55563,84.90874,82.76789,135.72688,135.28218,135.2416,135.66129,136.3948,135.75018
357.93777,3.7423832,3.7449243,3.751055,3.7093325,3.7290843,3.713778,76.8979,0.042882282,0.46872875,79.36961,79.7149,79.796326,83.21495,82.83101,83.265816,135.7383,135.30496,135.2715,136.08896,135.80655,135.9659
357.1557,3.7419655,3.7445712,3.747304,3.7305522,3.699091,3.7290885,76.8621,0.04468719,0.49687606,79.34154,79.73025,79.85263,81.64798,84.77894,81.99358,135.71948,135.27463,135.23306,135.68085,136.35684,135.42632
357.01593,3.738948,3.7494023,3.7469957,3.6838062,3.7673175,3.718179,76.86462,0.042597547,0.47568098,79.40588,79.40355,79.77965,84.72326,79.60117,82.83259,135.62062,135.43924,135.22844,136.46797,134.7526,135.76689
355.73102,3.7410398,3.7384102,3.7437565,3.7179656,3.7246032,3.717952,76.87753,0.03737309,0.49319032,79.34778,79.68466,79.86058,82.14002,82.15127,82.72969,135.70586,135.28911,135.23666,135.76955,135.57964,135.74106
358.56097,3.7391078,3.7476287,3.7506082,3.714958,3.83744,3.7173774,76.894165,0.040569358,0.4649332,79.43213,79.43594,79.75545,83.29357,74.830345,83.36731,135.65753,135.45013,135.26262,136.08247,132.78694,135.96864
356.63202,3.7394435,3.7353504,3.7460938,3.7403302,3.7493796,3.7056298,76.87054,0.036991276,0.47286138,79.357445,80.22742,79.79017,80.94734,80.539734,83.70608,135.68675,135.01416,135.23526,135.51193,135.08095,136.08455
359.73346,3.7421348,3.7579308,3.7530675,3.7450464,3.7496316,3.713596,76.82268,0.03829868,0.5032495,79.34929,79.05888,79.81828,81.050446,81.85203,83.82905,135.64247,135.5947,135.17268,135.48357,135.43756,136.08865
359.1387,3.7423344,3.7500494,3.753621,3.7362335,3.7298882,3.7169828,76.84476,0.042064816,0.44658244,79.330765,79.3233,79.815765,81.44166,82.22014,83.54716,135.67865,135.4429,135.21204,135.6103,135.59233,136.0303
360.40082,3.7448769,3.7405586,3.7559156,3.7505162,3.7433448,3.713228,76.885925,0.036918588,0.49810606,79.39732,80.18054,79.81634,80.96341,82.06309,84.197174,135.6668,135.0365,135.2517,135.51651,135.5462,136.29143
358.48422,3.7435803,3.7378314,3.75191,3.7550783,3.7228215,3.707769,76.91674,0.043454323,0.5062863,79.3964,80.19829,79.83177,80.27016,83.499725,83.98551,135.71133,135.0566,135.27515,135.34155,136.03954,136.21397
357.7539,3.7429562,3.748366,3.7499812,3.7176547,3.7457135,3.7142243,76.83493,0.042653337,0.45077655,79.28418,79.48783,79.82769,82.59816,81.47932,83.481224,135.72118,135.36201,135.20018,135.89421,135.29655,135.97594
358.28436,3.7403014,3.7398522,3.7500646,3.7071567,3.7714064,3.7149293,76.83956,0.03837697,0.38713837,79.30273,79.87428,79.785614,83.19493,79.64935,83.31321,135.71257,135.20573,135.20575,136.0281,134.6572,135.90274
355.7722,3.7391603,3.7374754,3.7436848,3.6977425,3.7546597,3.7075076,76.86572,0.03760598,0.44828573,79.35371,79.93531,79.8168,83.55,79.697075,83.173195,135.69595,135.15678,135.22354,136.16982,134.7211,135.87332
356.7628,3.7425587,3.741584,3.7439747,3.7545426,3.7632222,3.7152486,76.878746,0.042790163,0.54249704,79.26588,79.74048,79.86654,79.65212,78.99754,83.20726,135.81102,135.28378,135.2361,135.1127,134.57758,135.90991
357.73407,3.7428987,3.7435977,3.7498221,3.708352,3.6598341,3.7169423,76.82617,0.037783243,0.49953753,79.26002,79.673164,79.74783,83.41172,87.57102,83.2176,135.74838,135.24683,135.18597,136.11467,137.1155,135.86447
358.32074,3.7417397,3.7513206,3.7518635,3.7828536,3.6819947,3.7121108,76.86686,0.04665629,0.5513105,79.31205,79.29724,79.72743,78.31287,85.855354,83.20491,135.75151,135.51378,135.22543,134.67476,136.72418,135.90778
359.9231,3.74263,3.7516234,3.7534823,3.7072992,3.7631974,3.7309136,76.87838,0.039539292,0.5171616,79.33512,79.33774,79.8487,83.91803,80.3436,82.78082,135.73244,135.50241,135.24208,136.263,134.95526,135.76341
359.65604,3.7440252,3.7397764,3.7538295,3.752019,3.6668372,3.725887,76.90861,0.038438696,0.5055784,79.40897,80.1183,79.800995,80.77926,87.37011,83.050964,135.72136,135.10315,135.26799,135.48537,137.02066,135.87758
358.323,3.7428215,3.7537606,3.7504668,3.740712,3.7024493,3.705596,76.869446,0.042709876,0.55531955,79.33399,79.123375,79.87369,81.26362,84.33598,84.2092,135.72491,135.5992,135.22322,135.56114,136.28316,136.2698
357.7822,3.7418113,3.7331078,3.7510183,3.7348518,3.6918542,3.7215834,76.83191,0.05094951,0.45621124,79.34265,80.55073,79.63427,81.41921,84.77942,82.722015,135.64835,134.77983,135.21239,135.55887,136.30345,135.69807
358.21704,3.7420228,3.7446122,3.7489445,3.7260232,3.8403401,3.735487,76.84884,0.039951246,0.51826155,79.35747,79.70647,79.93404,81.46168,74.638435,81.78366,135.65982,135.25209,135.20863,135.60132,132.61739,135.31874
358.33127,3.7426066,3.754214,3.7496133,3.7307248,3.7917695,3.720071,76.85989,0.04889904,0.4521938,79.31051,79.19557,79.85189,81.36063,77.91987,83.173225,135.72697,135.5393,135.2398,135.57983,134.08861,135.91675
359.6293,3.7405367,3.752416,3.754759,3.7501502,3.773037,3.724008,76.88885,0.04164317,0.46428898,79.4036,79.2023,79.77387,81.10937,79.67191,83.212364,135.69313,135.59181,135.24107,135.55719,134.67474,135.91687
359.1415,3.7435098,3.7505999,3.752329,3.7571995,3.6987529,3.7364042,76.87555,0.039845202,0.51058495,79.41371,79.29979,79.83943,80.117966,84.456085,82.427376,135.66237,135.50563,135.22292,135.27853,136.28075,135.62538
357.84747,3.7412345,3.7476587,3.7502239,3.7139878,3.8039377,3.7269912,76.84106,0.03619661,0.54579335,79.34309,79.466385,79.81655,82.65229,77.36122,82.711075,135.66618,135.37717,135.20615,135.84708,133.83089,135.69533
357.458,3.740998,3.7445598,3.748376,3.7528386,3.6912405,3.7209375,76.90019,0.038314234,0.41534293,79.45592,79.64644,79.81715,80.09531,85.07798,83.05076,135.63808,135.35101,135.266,135.23613,136.47379,135.9189
358.2859,3.7401588,3.7457814,3.7507386,3.755535,3.704438,3.7065344,76.85146,0.039648414,0.47784173,79.36009,79.687,79.82384,79.72411,84.73338,83.839714,135.67815,135.29214,135.21214,135.1068,136.32129,136.10965
358.45807,3.7419922,3.7448533,3.7521274,3.7115638,3.772495,3.7182808,76.84212,0.035210986,0.47792298,79.35934,79.736984,79.82211,83.41674,79.55141,83.3708,135.65187,135.22269,135.2095,136.09601,134.64401,135.92758
357.72833,3.7409852,3.7464767,3.7505484,3.721102,3.7386794,3.710144,76.87794,0.038886894,0.46016562,79.380745,79.5433,79.7874,82.40997,81.42587,83.35795,135.69275,135.3882,135.2507,135.89943,135.30627,136.00117
357.57388,3.7408078,3.741387,3.7487779,3.7100708,3.7386105,3.7134159,76.84076,0.042203136,0.40579036,79.36634,79.833435,79.8129,82.87045,81.32124,83.28066,135.66309,135.18999,135.1958,135.94026,135.23325,135.92828
359.25833,3.738255,3.7461288,3.7526631,3.7737064,3.7300606,3.7233548,76.909584,0.0404419,0.5463275,79.45415,79.775696,79.79705,78.62636,82.84958,83.000275,135.64085,135.2867,135.27786,134.80501,135.78726,135.914
358.41202,3.7375748,3.7413847,3.7524612,3.7543,3.722664,3.715194,76.86856,0.0430416,0.429686,79.435265,79.75975,79.73066,79.87023,83.241844,83.3835,135.6288,135.25346,135.2445,135.1796,135.84857,135.96909
358.76804,3.7426643,3.7463176,3.752494,3.7433448,3.6525888,3.7270203,76.81787,0.048767373,0.45726222,79.39026,79.71032,79.78242,80.9539,88.19134,82.74107,135.60988,135.2002,135.1925,135.4444,137.15536,135.6676
357.26868,3.738756,3.7411728,3.748774,3.730885,3.7356882,3.7137988,76.83553,0.042529058,0.4810716,79.3531,79.90698,79.85678,81.505974,81.44049,83.05818,135.6437,135.11856,135.19745,135.59653,135.2587,135.83942
356.5109,3.7368846,3.7407844,3.7450225,3.678574,3.709022,3.7172356,76.8167,0.043002933,0.4928285,79.40633,79.991425,79.84985,85.12811,83.73751,82.91561,135.58278,135.09103,135.1841,136.45837,135.9917,135.76576
356.80664,3.7427354,3.7440407,3.7472074,3.7431695,3.7942407,3.7104158,76.827126,0.04434164,0.42853606,79.24265,79.572975,79.82382,80.74038,77.77706,83.00405,135.75093,135.32193,135.17944,135.39609,133.93413,135.77129
358.8053,3.7425556,3.7477994,3.750215,3.7579837,3.6543589,3.7111242,76.87122,0.043936055,0.51936513,79.30454,79.73974,79.89271,80.4188,88.29826,83.670364,135.73705,135.26944,135.21928,135.34451,137.30055,136.11252
358.78143,3.7389827,3.741891,3.753332,3.7528145,3.7190268,3.7105494,76.81006,0.042657733,0.48980618,79.30229,79.593414,79.81745,80.6648,83.62423,83.79912,135.68246,135.27655,135.17143,135.35634,135.96062,136.04453
358.15466,3.7422743,3.7416284,3.7502635,3.7644851,3.7239923,3.7097309,76.88182,0.04081034,0.45825917,79.42637,79.820465,79.78055,79.52483,82.53288,83.58337,135.65433,135.25188,135.24403,135.06421,135.6846,136.04495
360.43362,3.7456849,3.742822,3.756484,3.757969,3.732454,3.7201803,76.85335,0.045403615,0.44258922,79.32997,79.855125,79.763794,80.53767,82.78785,83.54065,135.70474,135.20212,135.22356,135.3648,135.73781,136.00208
