N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma_r,sigma_t,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
357.42877,3.7442312,3.7416875,3.7486665,3.7122495,3.696605,3.7051919,76.88948,0.0355637,0.4782049,79.28891,79.91428,79.74533,82.42633,84.66693,83.662964,135.78395,135.17412,135.25989,135.90446,136.27669,136.12416
357.3447,3.7389176,3.741481,3.748735,3.68943,3.7444727,3.7133942,76.82786,0.04056234,0.52188325,79.33709,79.729,79.75201,84.5866,80.786674,83.32545,135.65964,135.23534,135.1977,136.37128,135.02803,135.93095
358.27435,3.7415028,3.744786,3.7499328,3.7924848,3.7396255,3.723635,76.93383,0.045125306,0.4216355,79.4102,79.72201,79.83652,77.35467,81.98169,82.94228,135.74243,135.35185,135.30817,134.45714,135.59372,135.86131
358.97797,3.7434113,3.7485452,3.7526324,3.711895,3.7405221,3.7117698,76.85261,0.03961711,0.5042887,79.36028,79.50206,79.85263,82.86963,81.11122,83.6604,135.67941,135.3645,135.20778,135.97324,135.20764,136.09404
357.83496,3.7443845,3.7507784,3.7481608,3.7210495,3.7152455,3.7068746,76.92372,0.039976116,0.48659799,79.38434,79.36149,79.82171,81.88908,83.358986,84.22157,135.7266,135.52345,135.29134,135.75491,135.9924,136.34561
359.18756,3.7392533,3.7428126,3.7522373,3.7290978,3.7525876,3.7142215,76.87669,0.038667496,0.49881384,79.47306,80.05865,79.785645,81.56087,80.96679,83.291145,135.60143,135.14668,135.23674,135.68985,135.16734,135.95456
359.47708,3.7429898,3.7492268,3.753687,3.7427812,3.7304037,3.7241502,76.87415,0.040400367,0.4829974,79.30217,79.57976,79.85547,81.38233,82.48683,83.31302,135.75986,135.39307,135.23462,135.59267,135.65295,135.97412
359.08292,3.7429416,3.7447023,3.7522388,3.7375126,3.7072446,3.710998,76.86562,0.036238622,0.4746459,79.269936,79.67593,79.7664,81.05728,84.10781,83.71417,135.77849,135.30032,135.22707,135.51945,136.14381,136.1045
360.1241,3.7406085,3.7413442,3.7552028,3.7350898,3.6921015,3.7114289,76.92989,0.043177117,0.55173874,79.43705,80.0264,79.85701,81.369896,85.578926,84.19424,135.70346,135.18881,135.29175,135.65892,136.54385,136.34833
357.53445,3.7415962,3.7424216,3.7476242,3.7048717,3.701324,3.7186525,76.837715,0.04538233,0.51711625,79.31891,79.68239,79.8541,83.10717,84.22708,82.81914,135.6809,135.27292,135.20155,136.03403,136.20587,135.7404
359.60352,3.7415235,3.7396672,3.7543364,3.745865,3.7699976,3.71688,76.89152,0.035311937,0.44105846,79.372734,80.057625,79.80551,80.532265,80.29651,83.52647,135.71176,135.11447,135.26088,135.38112,134.92368,136.05182
358.11893,3.7411153,3.7439616,3.749862,3.769002,3.696603,3.7128096,76.84731,0.036767896,0.5048318,79.29747,79.778694,79.79719,78.98486,84.29082,83.71038,135.73181,135.23973,135.21562,134.87523,136.19827,136.06602
357.18268,3.7395153,3.7428997,3.749454,3.760725,3.725038,3.707547,76.89677,0.0395766,0.48275152,79.40713,79.60394,79.81137,79.120544,82.09644,83.85125,135.69966,135.36792,135.26239,135.01645,135.52783,136.17372
357.77097,3.7431703,3.7401803,3.748534,3.757832,3.766594,3.7165027,76.84204,0.041037306,0.50480384,79.26031,79.867294,79.83793,79.75421,79.6741,83.00728,135.73422,135.1594,135.20535,135.07907,134.67805,135.80763
358.8682,3.7389643,3.7479534,3.7518084,3.7199135,3.7764564,3.7281094,76.86781,0.0355247,0.5164635,79.37774,79.202835,79.82103,82.21938,79.32621,82.75081,135.65678,135.56718,135.23,135.83037,134.6031,135.73212
357.75986,3.741511,3.744226,3.7477753,3.714318,3.7255015,3.7156947,76.89513,0.03599356,0.5431748,79.33972,79.41329,79.864624,83.12172,83.06017,83.18712,135.75806,135.4707,135.25887,136.0641,135.85135,135.92021
357.61014,3.7430391,3.735855,3.7483394,3.717948,3.7429125,3.7081559,76.816345,0.038386304,0.41828704,79.21226,79.98464,79.80338,82.47965,81.0306,83.52567,135.7497,135.10034,135.189,135.82278,135.1591,136.00491
359.32883,3.7412853,3.7485673,3.7528884,3.743406,3.6971753,3.722675,76.88654,0.03877488,0.4696384,79.380165,79.47934,79.78799,81.08847,84.95112,83.00732,135.68439,135.4085,135.24767,135.52168,136.49962,135.82887
359.01956,3.7407012,3.7458951,3.7526863,3.7519164,3.7155097,3.7234488,76.878204,0.03576664,0.4466365,79.39977,79.57093,79.827774,80.165535,83.96455,83.031715,135.676,135.402,135.24155,135.29378,136.08026,135.83182
358.28186,3.7384784,3.7497556,3.7515783,3.776012,3.7086596,3.7164636,76.87979,0.036679607,0.50087124,79.37961,79.36769,79.82799,78.75923,84.41277,83.09959,135.69516,135.44913,135.24786,134.82394,136.27332,135.9092
358.62726,3.7446356,3.7374675,3.752443,3.7220595,3.7902062,3.7178674,76.873085,0.041853927,0.50555325,79.29611,80.24818,79.80569,82.7377,78.35369,83.34447,135.78117,135.01259,135.24089,135.98355,134.20334,135.97014
357.90768,3.74517,3.7491677,3.7497742,3.7686813,3.7352488,3.7206306,76.87321,0.03589351,0.4765069,79.381775,79.49899,79.848724,78.50076,81.838394,83.1228,135.6749,135.43193,135.23436,134.74477,135.48947,135.89845
359.4188,3.7393744,3.741223,3.753796,3.7286024,3.7984898,3.720746,76.84684,0.045594156,0.47015506,79.35358,79.904465,79.77333,81.91942,77.94636,83.084984,135.65625,135.13766,135.20757,135.71756,134.07346,135.85027
357.20947,3.7398918,3.7413635,3.7474036,3.7313213,3.7646484,3.7243419,76.865105,0.035699718,0.49603048,79.371,79.926056,79.80387,81.36011,80.01518,82.7302,135.66148,135.1843,135.23383,135.59164,134.8805,135.73558
359.8134,3.7456837,3.7456372,3.7542133,3.7276456,3.8403015,3.7162492,76.852135,0.03880926,0.4693061,79.284035,79.71223,79.847626,82.24456,75.069695,83.56981,135.73743,135.26225,135.20963,135.81702,132.89767,136.06697
358.2674,3.743095,3.7445817,3.7509468,3.7645004,3.7410455,3.7160838,76.83225,0.039843537,0.4828573,79.27636,80.10969,79.799934,79.50442,81.18386,83.38235,135.73154,135.04713,135.19806,134.9966,135.17798,135.96376
358.01022,3.73947,3.748927,3.750132,3.6955178,3.6496758,3.7062044,76.84654,0.042336233,0.48134136,79.32295,79.51811,79.81236,84.63799,88.03201,83.70432,135.69711,135.37706,135.2144,136.37965,137.15984,136.1042
360.48267,3.7423122,3.7531374,3.7564428,3.717257,3.6602075,3.7115262,76.86117,0.03936634,0.46576506,79.33322,79.49105,79.77367,83.57071,88.03827,84.31496,135.70967,135.43103,135.2303,136.17891,137.17406,136.31837
358.16763,3.7395914,3.747185,3.7489765,3.7029548,3.778437,3.710594,76.81981,0.036767993,0.49067295,79.34919,79.6133,79.80641,83.56472,78.891426,83.42721,135.62244,135.28288,135.19139,136.13054,134.38136,135.92278
358.40668,3.7442715,3.7464807,3.7539885,3.7648878,3.904678,3.7048967,76.910675,0.041220497,0.51011276,79.341194,79.47728,79.820274,78.947044,70.19666,84.17694,135.7758,135.47748,135.28128,134.92622,130.63406,136.30536
357.01837,3.74065,3.7458065,3.7475073,3.7460124,3.8881013,3.7147152,76.87325,0.041574858,0.45158958,79.343155,79.52154,79.815796,80.4919,70.908485,82.92733,135.70473,135.39407,135.22769,135.38077,130.91849,135.82547
359.32108,3.7429833,3.7412155,3.753178,3.7337785,3.775943,3.7171535,76.876045,0.041423537,0.48353076,79.40114,80.04455,79.7789,82.3006,79.57834,83.69888,135.68738,135.10391,135.24516,135.8537,134.66412,136.106
356.22678,3.739698,3.7419143,3.74605,3.7354689,3.7348368,3.7078655,76.84528,0.034764275,0.481228,79.353645,79.73127,79.84178,81.31007,81.3968,83.30057,135.66005,135.28731,135.21231,135.58133,135.30188,135.89981
357.42334,3.7387445,3.7390864,3.750263,3.73362,3.7875328,3.7001743,76.88235,0.040398024,0.4761241,79.457085,79.93232,79.77378,81.68537,77.51576,84.136826,135.60957,135.16002,135.25664,135.71812,133.91092,136.30447
357.48053,3.7429993,3.7405624,3.7502007,3.7230742,3.7912881,3.7130988,76.85334,0.03751075,0.5147509,79.324104,79.858246,79.808784,82.32308,77.36595,83.63749,135.71756,135.18105,135.21693,135.83862,133.85373,136.05396
360.10757,3.7421715,3.7460763,3.7562177,3.7169232,3.7876143,3.7213995,76.88974,0.042951986,0.488962,79.47918,79.782486,79.79516,82.965805,78.96756,83.26558,135.6287,135.26228,135.25102,136.07758,134.51624,135.93848
358.26147,3.7435298,3.7523026,3.7494247,3.7471812,3.7223468,3.7132638,76.8401,0.040638663,0.44537765,79.319496,79.38772,79.88978,81.37458,82.501045,83.53608,135.69441,135.41376,135.18343,135.57707,135.62372,135.99205
358.28098,3.7427459,3.7454252,3.7507026,3.7200425,3.7675161,3.7116835,76.83399,0.039596826,0.548523,79.274704,79.51975,79.75522,81.881516,79.482506,83.234825,135.7162,135.34683,135.20522,135.68333,134.60275,135.90633
357.91864,3.7440705,3.7441173,3.750509,3.7216008,3.7833042,3.7259865,76.84995,0.038870424,0.55022174,79.30479,79.714935,79.80079,82.26414,78.44419,82.8493,135.71906,135.25304,135.2173,135.82301,134.24414,135.7837
359.9547,3.7389212,3.738741,3.7547455,3.7779944,3.7761467,3.714278,76.87306,0.040192522,0.43542373,79.52876,80.01354,79.811516,78.64115,79.29794,84.04547,135.52147,135.12321,135.23882,134.77446,134.58208,136.23355
358.35873,3.7402163,3.736727,3.7516139,3.7563007,3.7606149,3.7119105,76.89649,0.039475784,0.5156714,79.33632,80.12351,79.78781,80.15298,80.229324,83.57192,135.7672,135.11798,135.26653,135.24605,134.91273,136.0974
357.4285,3.7408435,3.7457087,3.7504134,3.705685,3.7639961,3.7113612,76.88912,0.03929982,0.50649565,79.4012,79.64513,79.73489,83.15182,79.346725,83.57436,135.67319,135.34221,135.26723,136.07153,134.58362,136.06258
358.3117,3.74108,3.740526,3.7508068,3.695459,3.7632775,3.7075403,76.87105,0.03943935,0.41431972,79.394135,79.78619,79.83203,84.48603,79.63652,83.88946,135.66257,135.25659,135.23906,136.3989,134.7725,136.17592
359.31064,3.7423198,3.7447572,3.7521787,3.7340133,3.665272,3.7108657,76.892166,0.04304924,0.42941326,79.42327,79.90273,79.8292,82.23069,87.71522,83.99856,135.678,135.21223,135.2622,135.81429,137.18298,136.19754
357.26398,3.740564,3.7431998,3.7491052,3.7297184,3.8033187,3.7184758,76.838486,0.036249667,0.49941164,79.35501,79.56967,79.819016,81.89151,76.67327,83.06502,135.66881,135.297,135.20367,135.66432,133.52483,135.81215
358.14902,3.7424643,3.747334,3.749441,3.7001386,3.73652,3.719038,76.84555,0.04491393,0.44529325,79.35466,79.29538,79.83598,83.62095,82.06438,83.06784,135.6571,135.52231,135.20078,136.11089,135.50955,135.83356
359.20676,3.7443929,3.749073,3.7524061,3.7348502,3.7807684,3.7122898,76.83061,0.040456444,0.50870526,79.24553,79.32698,79.82065,81.52662,79.069176,83.89529,135.75575,135.4165,135.19016,135.56354,134.5012,136.15082
359.19818,3.7398136,3.7480917,3.7541723,3.7225423,3.6476624,3.7003388,76.8955,0.04665158,0.45323816,79.49183,79.547966,79.77687,82.64769,88.91437,84.62374,135.61407,135.44281,135.25684,135.99808,137.39977,136.43193
356.70084,3.7439625,3.7409775,3.746237,3.7472491,3.8517067,3.7315447,76.83289,0.0480803,0.4293672,79.180145,79.8471,79.78523,80.30916,73.08432,81.79808,135.82088,135.14847,135.19246,135.27719,131.94926,135.27464
357.64243,3.744549,3.7393775,3.7474682,3.7345889,3.839905,3.7301009,76.829926,0.045842852,0.4838902,79.2396,80.015724,79.89607,81.44506,74.91099,82.055046,135.74677,135.0451,135.17604,135.56609,132.7627,135.42708
356.4271,3.740888,3.75036,3.7454474,3.6889827,3.833304,3.7058027,76.90806,0.0367807,0.4501377,79.33895,79.21067,79.84076,84.69236,74.836876,83.43561,135.78526,135.62419,135.28079,136.46935,132.84227,136.05698
357.2335,3.7415192,3.7384696,3.7492528,3.74374,3.7055361,3.7098696,76.87343,0.042462803,0.5300891,79.25455,79.965866,79.82865,80.9323,83.90606,83.591705,135.79568,135.16296,135.25458,135.48381,136.07466,136.03467
359.07083,3.7413538,3.7447944,3.753851,3.722096,3.7723615,3.7109158,76.902084,0.0428292,0.43174705,79.37974,79.852394,79.80068,82.257515,79.64707,83.85083,135.70372,135.22034,135.27487,135.8896,134.69316,136.19939
357.06665,3.7407146,3.7484844,3.7462583,3.7127724,3.7933424,3.6995783,76.88124,0.036359567,0.43040293,79.324135,79.476326,79.88784,82.53938,77.85587,83.942024,135.74377,135.40416,135.24054,135.97244,134.05707,136.19673
355.10217,3.7400846,3.7404907,3.7421227,3.721167,3.742368,3.694524,76.864876,0.03963373,0.48097044,79.32624,79.8829,79.8973,81.90021,80.78969,84.0937,135.71136,135.20013,135.22635,135.7383,135.10777,136.23442
361.02216,3.7429326,3.7500887,3.7569656,3.7377052,3.798137,3.732464,76.902855,0.041101128,0.6047416,79.32676,79.713005,79.81787,81.399826,78.12176,82.55294,135.77885,135.32404,135.27153,135.62334,134.20058,135.67444
358.05087,3.7408075,3.742929,3.748491,3.7377398,3.8120296,3.7144237,76.88662,0.048813052,0.4694169,79.360374,80.07171,79.8445,81.15469,76.43656,83.38432,135.72475,135.10437,135.23907,135.55682,133.49802,136.03917
358.64362,3.7406666,3.749717,3.7509573,3.7239969,3.6820931,3.7163968,76.86508,0.038303383,0.5588902,79.36192,79.4503,79.847046,82.23999,86.272415,83.390434,135.68364,135.41545,135.232,135.81932,136.74236,135.98338
357.87967,3.7424462,3.7423897,3.751146,3.7241678,3.7502754,3.7122293,76.86427,0.03908223,0.5661524,79.32403,79.84349,79.82395,81.8857,80.72559,83.72568,135.7158,135.20093,135.23373,135.71295,135.0718,136.09572
360.5963,3.741824,3.7427895,3.7543464,3.7183292,3.7100222,3.7199802,76.91006,0.044037096,0.5539242,79.38276,79.74714,79.86211,83.26635,84.36572,83.54121,135.73686,135.31885,135.27473,136.1484,136.24402,136.0653
357.94577,3.7410574,3.7428582,3.7491744,3.744624,3.7508302,3.7101717,76.86018,0.037777673,0.5049167,79.3538,79.51466,79.840546,81.01404,80.00498,83.33866,135.69691,135.39067,135.22173,135.48952,134.81787,135.96152
357.76855,3.7415183,3.742886,3.7489514,3.7497609,3.7399309,3.7167115,76.85593,0.037667565,0.5637949,79.33415,79.68063,79.7904,80.046814,81.32146,82.94532,135.69846,135.29057,135.2364,135.24773,135.27971,135.81831
360.24802,3.7436798,3.7491922,3.7557993,3.7390394,3.8569317,3.7198625,76.85571,0.03616268,0.58218247,79.315704,79.603935,79.82978,81.71475,73.757355,83.71431,135.7157,135.34215,135.23126,135.61728,132.32768,136.07483
357.57315,3.7396307,3.742583,3.7474189,3.7443936,3.8371296,3.712124,76.8539,0.040488888,0.47481477,79.40151,79.64232,79.80277,80.46568,74.45652,83.17882,135.65298,135.31084,135.23827,135.3427,132.585,135.84827
359.6394,3.7441268,3.7468987,3.7555263,3.7424257,3.777208,3.7212133,76.86692,0.037661627,0.47953248,79.25643,79.78151,79.77835,80.981346,79.56179,83.21099,135.78558,135.24918,135.22827,135.48328,134.65482,135.92001
359.5768,3.7388058,3.7506185,3.7528164,3.7201314,3.783405,3.7258496,76.86327,0.03817916,0.44277957,79.48155,79.40178,79.86102,83.05196,78.80991,82.86626,135.57013,135.46266,135.2192,136.05411,134.36426,135.79103
359.45618,3.7415266,3.7500744,3.7543473,3.7276895,3.7724192,3.7242475,76.86906,0.040754866,0.425649,79.3551,79.46764,79.84012,82.287025,79.84574,83.27992,135.70227,135.42603,135.23521,135.83792,134.80984,135.97862
358.0554,3.7396245,3.7440245,3.75003,3.7088695,3.7395365,3.7202938,76.86681,0.045497674,0.5271015,79.3959,79.80289,79.72178,82.77963,81.808174,83.37358,135.65479,135.23708,135.23682,135.95523,135.41682,135.98138
360.61038,3.7446618,3.7505715,3.7597058,3.7379243,3.7160633,3.722179,76.91304,0.03458789,0.5352395,79.3857,79.541405,79.75421,81.85901,84.57068,83.395386,135.72458,135.42482,135.29292,135.78038,136.33994,136.0288
358.1366,3.743611,3.7492316,3.750308,3.7587984,3.7200193,3.7114873,76.8485,0.040352196,0.5016139,79.330894,79.34127,79.81617,79.8124,83.05896,83.50407,135.70372,135.45726,135.20709,135.12195,135.82854,136.00798
358.9813,3.74007,3.7412052,3.751756,3.7104578,3.7129467,3.725929,76.84089,0.03484484,0.5180007,79.351494,79.90893,79.814255,83.24066,84.29123,83.094765,135.66055,135.14548,135.2157,136.0704,136.16342,135.85281
357.37607,3.742699,3.7462072,3.7472825,3.7129693,3.717229,3.7036803,76.83918,0.03940755,0.55215955,79.356224,79.42917,79.77529,82.68848,82.90673,84.2126,135.6559,135.40779,135.22089,135.93172,135.77817,136.29437
358.17078,3.740303,3.741343,3.749244,3.717649,3.6546721,3.7098737,76.827576,0.03639611,0.47097075,79.367226,79.71502,79.82985,83.54224,88.139946,83.56603,135.63606,135.2429,135.19469,136.13472,137.15125,136.03093
357.54343,3.7411718,3.748784,3.7489488,3.6828542,3.8531551,3.698558,76.90477,0.04515332,0.47847316,79.3464,79.49049,79.82758,84.997475,73.10883,84.20687,135.73662,135.4502,135.26112,136.59283,132.04265,136.30841
359.59683,3.7424963,3.759278,3.7539625,3.6698804,3.8046947,3.708081,76.91451,0.044901937,0.4625275,79.30893,79.08879,79.819664,86.692085,77.43198,84.346634,135.80243,135.67056,135.27492,136.91371,133.89674,136.39188
359.2193,3.7405279,3.7531707,3.753559,3.6907313,3.8259006,3.7172084,76.86983,0.037211314,0.6337565,79.39097,79.48733,79.84938,85.234055,75.953766,83.335976,135.68355,135.4239,135.2361,136.59975,133.28427,135.95775
359.40372,3.7447884,3.7494714,3.753759,3.7255888,3.7154567,3.7326393,76.86159,0.039897494,0.49744076,79.27941,79.757164,79.86114,82.449875,83.78488,82.41179,135.75476,135.2502,135.22287,135.82916,136.05348,135.57921
359.42197,3.741377,3.74409,3.753492,3.7202415,3.7408776,3.745171,76.8455,0.03843339,0.4421382,79.3533,79.70058,79.766075,82.84938,82.27663,81.71517,135.67514,135.26703,135.21437,135.99063,135.56502,135.33044
359.15747,3.7419333,3.74128,3.751962,3.737762,3.7533553,3.717273,76.90942,0.04054739,0.42112875,79.3626,79.76979,79.79593,81.5191,80.48109,83.438736,135.76814,135.29706,135.26656,135.69315,134.99469,136.01772
358.9864,3.7416637,3.7418528,3.751548,3.7203994,3.7271225,3.7163496,76.81527,0.040503282,0.4334102,79.326324,79.65939,79.763,82.8132,83.35418,83.43111,135.6561,135.2663,135.18094,135.95195,135.88994,135.96352
357.49847,3.7423885,3.7437444,3.7490149,3.7002082,3.7128708,3.7199688,76.85655,0.04235077,0.51150966,79.33851,79.68925,79.78328,83.50056,82.9456,82.98171,135.6996,135.29137,135.23138,136.13632,135.79974,135.82686
359.7736,3.7409842,3.7496042,3.7524693,3.7363367,3.7623882,3.71551,76.865654,0.04025311,0.4745027,79.3772,79.487335,79.84707,81.67306,80.5958,83.77335,135.67473,135.42899,135.22939,135.6849,135.06218,136.1161
358.3112,3.7414618,3.747096,3.7502508,3.709613,3.7056155,3.7233932,76.908295,0.043571696,0.5217758,79.38614,79.64744,79.82617,83.401146,84.90977,82.86926,135.7499,135.32784,135.27863,136.13663,136.39034,135.82466
358.9899,3.7440667,3.7418454,3.7532995,3.7792218,3.7549465,3.7057574,76.8823,0.041506566,0.44600135,79.32347,79.7825,79.821945,77.8757,80.627205,84.18958,135.7494,135.26549,135.2571,134.54117,135.0567,136.30254
358.60934,3.7428823,3.747406,3.7497978,3.750345,3.789431,3.7198775,76.87139,0.042773373,0.44863522,79.38238,79.673454,79.843254,80.6303,77.99013,83.22611,135.65402,135.30891,135.23518,135.4156,134.05432,135.9657
356.66287,3.742945,3.7359717,3.7476263,3.7057528,3.7694273,3.720856,76.85865,0.038589492,0.44403824,79.2829,80.13286,79.84618,83.40136,79.6185,82.598366,135.75226,135.06372,135.20544,136.14235,134.72705,135.66277
357.87167,3.7405849,3.738102,3.7507913,3.7377694,3.7489517,3.713492,76.854095,0.03514197,0.4548619,79.4235,80.012314,79.79485,81.3265,80.53697,83.56881,135.61266,135.10803,135.23338,135.57874,134.95737,136.01486
358.84018,3.7429352,3.747415,3.7515357,3.7177567,3.6512315,3.7134922,76.84181,0.04340426,0.44460687,79.30553,79.59348,79.82615,83.11682,87.883194,83.5994,135.6928,135.31572,135.20767,136.00887,137.15013,136.00838
360.97168,3.747041,3.7477834,3.7563517,3.7741358,3.7347777,3.7092469,76.87855,0.051528275,0.46776226,79.168945,79.87679,79.81263,79.33691,82.15416,84.1411,135.88902,135.2212,135.25475,134.97519,135.54001,136.25044
357.0055,3.7408519,3.7415035,3.747529,3.7378688,3.7523396,3.7062597,76.87584,0.03859999,0.3941785,79.28754,79.82391,79.779625,80.70431,80.4427,83.66663,135.76418,135.24413,135.24754,135.42342,135.0211,136.10568
358.1456,3.7418292,3.7380354,3.7484646,3.7126553,3.774689,3.7162385,76.83439,0.04159773,0.45023093,79.293175,80.00427,79.902954,82.893906,79.39561,83.32694,135.71017,135.11794,135.18665,135.96777,134.61017,135.94095
357.37033,3.7424803,3.7460861,3.7466667,3.7401488,3.6974123,3.703159,76.86778,0.038274627,0.44746995,79.36689,79.85537,79.81738,80.90955,84.76852,83.90696,135.68605,135.21182,135.23663,135.52255,136.31494,136.16457
357.50223,3.74491,3.7428896,3.74953,3.694438,3.7379827,3.710867,76.88815,0.04149036,0.41000754,79.309654,79.70681,79.80047,84.38655,81.083824,83.688225,135.74646,135.32909,135.25203,136.40457,135.27757,136.13994
358.9725,3.7405286,3.7474854,3.751201,3.7282407,3.6952057,3.7237108,76.90313,0.04345003,0.4542442,79.43287,79.6858,79.87552,81.8549,85.4115,83.1655,135.69376,135.34042,135.27295,135.77087,136.53697,135.92905
359.5346,3.7408884,3.7435915,3.752371,3.759302,3.7337222,3.716978,76.84393,0.044947095,0.4583564,79.36809,79.67443,79.813576,79.7816,82.16176,83.90393,135.66423,135.2398,135.21565,135.10532,135.50049,136.1224
359.16064,3.7441847,3.7488182,3.751162,3.7425685,3.8210864,3.7139232,76.89468,0.03777391,0.49606115,79.2959,79.46959,79.83126,81.08814,75.869194,83.96609,135.77974,135.43602,135.25229,135.55542,133.2694,136.2075
359.57928,3.7419252,3.746491,3.7545886,3.7473915,3.6482933,3.7259116,76.870255,0.044930186,0.4622144,79.378426,79.722275,79.77294,80.78037,88.84755,82.72182,135.66104,135.30666,135.23459,135.47177,137.38568,135.71454
358.28323,3.7400322,3.7411468,3.7501721,3.735046,3.8090713,3.7042544,76.87579,0.038752664,0.4550774,79.372345,79.83836,79.7714,81.70234,76.97026,84.09409,135.68108,135.24782,135.24716,135.72784,133.63647,136.26373
358.06476,3.741759,3.7479546,3.7501404,3.7378304,3.8208435,3.703459,76.842575,0.042626806,0.44428366,79.36656,79.193634,79.76092,80.93306,76.00521,84.03599,135.65396,135.51761,135.21344,135.48726,133.25961,136.18204
358.44397,3.7417836,3.746081,3.7518723,3.733799,3.7765257,3.7173724,76.84188,0.036831226,0.475178,79.38641,79.540184,79.80392,81.34889,78.933655,83.42703,135.65317,135.34584,135.20755,135.6207,134.37479,135.97395
358.0722,3.7432034,3.7435274,3.74921,3.694988,3.6460483,3.7079291,76.8985,0.041647557,0.47256666,79.280815,79.66434,79.80823,84.2728,88.15695,83.67775,135.79749,135.32579,135.268,136.3902,137.25806,136.10507
358.9289,3.7414832,3.749522,3.7539403,3.7751298,3.8029795,3.7290227,76.85238,0.042325526,0.48608473,79.39643,79.52585,79.83011,78.434654,77.91314,82.84725,135.63667,135.38641,135.23038,134.69069,134.02618,135.75903
360.4847,3.7407906,3.7452571,3.7548566,3.778959,3.7976418,3.7078094,76.85247,0.037414685,0.54306626,79.3972,79.70397,79.8293,79.05312,78.26614,83.94896,135.6577,135.26527,135.21172,134.89957,134.20406,136.15224
360.50174,3.7406313,3.7481172,3.755819,3.7562861,3.7844267,3.71541,76.85003,0.03671514,0.5112975,79.3841,79.564415,79.8589,80.169205,79.28383,83.98319,135.65018,135.35857,135.2241,135.21994,134.54886,136.18011
356.99557,3.7390456,3.7423313,3.7458193,3.74754,3.7107823,3.7152054,76.82761,0.03840162,0.4599505,79.36465,79.47719,79.875755,79.79045,83.05823,83.00848,135.6339,135.3449,135.19003,135.11276,135.78688,135.80112
359.11975,3.741673,3.7442067,3.7553527,3.729905,3.7058578,3.7287738,76.87349,0.04171205,0.50979865,79.4357,79.671585,79.812836,82.21231,85.02344,82.76066,135.62643,135.30183,135.22855,135.83072,136.43282,135.71902
361.31363,3.7450998,3.739942,3.7554767,3.7796478,3.6909783,3.7331476,76.88034,0.041112073,0.4985732,79.37919,80.359184,79.813576,78.708496,86.56188,82.94824,135.71233,134.9598,135.2473,134.8196,136.82687,135.82185
356.42783,3.7397928,3.747977,3.7481058,3.6995378,3.801047,3.7084386,76.82074,0.042732194,0.4830203,79.33633,79.22347,79.81499,83.72255,76.56087,83.37741,135.6602,135.48076,135.17155,136.16336,133.50764,135.94695
357.59116,3.743874,3.7420979,3.7492344,3.7262523,3.7214441,3.7093642,76.89073,0.037309725,0.5077108,79.41103,79.991646,79.798454,82.205185,82.74112,83.82479,135.67043,135.15941,135.24896,135.84155,135.7778,136.15283
358.79834,3.7442968,3.7524917,3.7512567,3.7246213,3.6874094,3.7171712,76.88482,0.045001168,0.4673374,79.33996,79.31935,79.843994,82.62661,85.87318,83.26678,135.71452,135.51355,135.25195,135.95201,136.70058,135.97043
358.8128,3.7405148,3.7415996,3.751874,3.763245,3.7073398,3.730692,76.86378,0.04085278,0.4656497,79.28631,79.946304,79.85769,79.12708,84.45342,82.85538,135.73766,135.18672,135.2243,134.91841,136.2816,135.76613
358.75565,3.7423546,3.7455435,3.7498326,3.747634,3.707756,3.7041616,76.87456,0.03995601,0.52525693,79.403725,79.589516,79.842094,80.357956,84.11,83.96323,135.669,135.34651,135.24571,135.32458,136.13374,136.19077
361.16858,3.743907,3.7482955,3.7573073,3.7309206,3.7381628,3.7329073,76.876305,0.037453562,0.49487787,79.34442,79.722824,79.81075,82.722015,82.18735,83.03652,135.72304,135.28368,135.23941,135.95935,135.61836,135.83757
357.54752,3.743305,3.742105,3.74871,3.6855469,3.6647468,3.7211,76.86288,0.04345865,0.46005952,79.31569,79.800156,79.76328,84.86152,87.25174,82.76985,135.72005,135.22632,135.2404,136.4912,136.97148,135.736
358.2449,3.7411454,3.7420213,3.7505515,3.7178054,3.7819688,3.7188373,76.85754,0.03772126,0.47683436,79.34854,79.76175,79.89868,82.93819,77.76602,83.04722,135.6885,135.26315,135.22214,135.97932,134.0097,135.8419
357.44644,3.7398324,3.7423065,3.7485127,3.7465076,3.7841423,3.7188666,76.843925,0.037526883,0.4763382,79.284355,79.67005,79.90825,80.65465,78.55656,82.837234,135.72412,135.28242,135.19263,135.39793,134.28903,135.73236
357.93118,3.7432957,3.7425032,3.7501757,3.7470474,3.774883,3.712944,76.81943,0.037803505,0.5250802,79.29368,79.91968,79.78546,80.61838,79.121635,83.54081,135.69537,135.11864,135.18726,135.31131,134.4885,135.99315
356.12878,3.7418966,3.7410223,3.7448826,3.7786198,3.7914016,3.7091873,76.842926,0.042198636,0.5343117,79.30319,79.76549,79.79146,77.79504,77.43974,83.18261,135.70549,135.22096,135.21391,134.45525,133.84201,135.85522
357.56708,3.741005,3.7319176,3.7498198,3.7678237,3.7795584,3.7046568,76.85983,0.042662837,0.50614625,79.30373,80.30111,79.83784,78.2447,78.96885,84.07099,135.7531,134.95229,135.21669,134.71373,134.44434,136.21863
