N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
357.67322,3.7475595,3.728151,3.7434561,3.661303,3.6457906,3.6761546,77.25466,0.36203054,79.26527,80.88009,80.36835,86.95242,88.9363,86.00277,136.37712,135.11012,135.57108,137.2544,137.44455,137.567
357.95145,3.726968,3.7506042,3.74669,3.6489625,3.8018322,3.6997237,77.12278,0.3532433,80.23946,79.14591,80.09733,87.68224,76.7471,84.249084,135.08134,135.50021,135.39368,137.25737,133.95381,136.72697
360.60617,3.7452853,3.7474372,3.759159,3.8744755,3.7597377,3.6922948,77.658264,0.3158857,79.836624,80.158104,79.6449,71.50638,80.576935,85.3343,136.44643,136.34874,136.14914,133.0356,135.93898,137.63351
359.41748,3.7458816,3.736349,3.7513864,3.8085818,3.7385666,3.7440102,77.55853,0.32220423,79.60495,80.72385,80.15011,76.09916,82.01482,81.334656,136.43446,135.67715,135.8798,134.66614,136.33931,135.81982
358.8138,3.7454128,3.7443254,3.7540615,3.7280924,3.8687096,3.6763146,77.33267,0.32759786,79.57047,79.966324,79.68698,82.01208,72.58697,86.41478,136.21327,135.61507,135.7727,136.03194,132.32352,137.22502
357.08942,3.7464123,3.7688894,3.7466898,3.7443478,3.8764203,3.6660452,76.91869,0.32374707,79.23701,78.03,79.926,80.36805,71.99475,86.46015,136.07558,136.31232,135.30232,135.51021,131.38481,137.10394
358.31094,3.7342565,3.7703323,3.7591465,3.8235087,3.8823566,3.656254,77.16997,0.3237528,80.07087,77.998505,79.19986,74.829094,71.76072,87.7594,135.63077,136.51501,135.65712,133.80168,131.08931,137.68567
359.69153,3.7593007,3.7355232,3.7500494,3.816314,3.8534653,3.682206,77.365486,0.36403704,78.75345,80.66685,80.04215,75.77126,73.80326,85.882965,136.95055,135.50107,135.70444,134.47234,132.87938,137.55199
359.19235,3.7223828,3.7119634,3.7543457,3.861997,3.7836564,3.7988083,77.49872,0.40381846,80.92319,82.24406,79.75329,72.01726,78.6216,77.69547,135.1517,134.68018,135.95273,133.39088,135.21944,134.12938
360.40286,3.7417154,3.7068458,3.7567992,3.853187,3.8982763,3.637986,77.42505,0.3095842,79.839005,82.835945,79.77778,73.25914,70.51678,89.46741,136.09695,133.9893,135.84613,133.40703,131.33519,138.44858
359.26627,3.7551844,3.7501311,3.7546294,3.7627878,3.8502262,3.655619,77.109146,0.30206028,78.80816,79.77799,79.684944,79.465294,74.059845,87.70285,136.67957,135.6838,135.6331,135.25331,132.4833,137.65617
358.60602,3.7400672,3.7727306,3.7482321,3.7765052,3.7754743,3.7042084,77.57801,0.3056327,80.05039,78.344826,80.04788,78.14388,78.96907,84.11607,136.14597,136.79115,135.9767,135.44829,135.35997,137.00667
358.6181,3.7578886,3.7462633,3.7535326,3.709646,3.647019,3.7486186,77.09695,0.34046865,78.57404,79.89472,79.6759,83.4587,88.79877,80.80906,136.7488,135.64005,135.45918,136.50253,137.73347,135.2052
360.09192,3.7543066,3.7424035,3.760506,3.6494343,3.6777513,3.7486591,77.45296,0.35310417,78.9798,80.41697,79.462975,88.095695,87.11017,81.08806,136.671,135.57104,135.85605,137.68764,137.54213,135.90431
358.91254,3.752422,3.7268195,3.7583532,3.642682,3.6507435,3.7024064,77.35778,0.33671856,79.17097,81.112335,79.286674,88.63358,88.369606,84.4524,136.73273,135.25597,135.84583,137.81679,137.536,136.70853
357.94012,3.748001,3.7367156,3.7527137,3.7986894,3.720051,3.670089,77.59809,0.4022922,79.50711,80.78813,79.62039,76.696495,82.6221,86.3005,136.58461,135.88809,135.977,134.77345,136.7415,137.68321
361.3166,3.7446373,3.7210429,3.7542677,3.8217297,3.7425237,3.845501,77.395996,0.30137718,79.583954,81.82131,80.08155,75.844185,81.84463,74.722984,136.10362,134.7132,135.68332,134.1807,136.3434,132.50078
360.79398,3.729614,3.7019534,3.7524137,3.7788393,3.86107,3.888808,77.84323,0.34706637,80.891335,83.3039,80.27907,78.386986,73.4046,71.42709,135.69257,134.45537,136.19878,135.7201,133.40495,131.46361
357.27234,3.7428808,3.6865957,3.7416034,3.760213,3.6394358,3.758109,76.85795,0.33346573,79.26056,83.6263,80.32586,79.30075,88.89686,79.84707,135.88257,133.21811,135.19035,134.61443,137.36392,134.65541
357.905,3.7407424,3.7308693,3.7529345,3.6518126,3.7865362,3.7056954,77.11562,0.29781726,79.558655,80.67414,79.60624,87.50378,78.139694,84.04056,135.82722,135.0297,135.52109,137.32709,134.27747,136.45494
358.859,3.7469928,3.7664635,3.743855,3.670615,3.869049,3.696816,77.498665,0.3478845,79.50591,78.59324,80.43806,86.413216,72.882645,84.49912,136.42728,136.66643,135.83644,137.86826,132.18996,136.87566
360.23453,3.7597065,3.752615,3.7527857,3.6416543,3.8464901,3.644632,77.45599,0.3295304,78.85126,79.64395,79.975395,88.983315,74.312,88.77738,137.0225,135.93835,135.86896,137.55681,132.8439,138.56297
360.6607,3.7366524,3.7379715,3.7522633,3.665213,3.6626337,3.6732244,77.52568,0.36248338,80.214966,80.75583,80.26106,87.07778,87.83722,86.65564,135.95523,135.52458,135.87256,137.4529,137.77965,137.57805
359.94272,3.741439,3.769748,3.7522802,3.665088,3.8536274,3.6484091,77.185,0.34646815,79.630066,78.33072,79.952805,87.07088,74.052315,88.56662,135.87329,136.52171,135.54843,137.40474,132.17857,138.10286
357.8574,3.7418933,3.7477002,3.7521834,3.7986786,3.832087,3.661863,77.32967,0.35374638,79.64622,79.61053,79.61315,76.45833,74.66777,86.98861,135.99939,135.7965,135.70656,134.27126,133.67279,137.68532
358.43765,3.7308269,3.7277374,3.7551575,3.7078497,3.763367,3.7046752,77.25606,0.3205551,80.25743,81.08571,79.53929,83.39491,80.00282,84.02331,135.48888,135.03925,135.7107,136.3947,135.53201,136.71417
361.3045,3.73422,3.760584,3.7595212,3.6530075,3.8307176,3.7856715,77.97724,0.3505279,80.73097,79.502144,79.69325,87.75618,75.45942,78.98929,136.11002,136.70569,136.45882,138.47899,133.94829,135.00528
360.22064,3.741512,3.7379348,3.7553515,3.632176,3.7846074,3.647398,77.87857,0.33409762,80.07744,80.63696,79.91133,89.770584,78.36128,88.50839,136.3837,135.8333,136.25731,138.15894,135.06625,138.92178
358.58923,3.7332184,3.6954038,3.7547271,3.754464,3.7127337,3.6858172,77.32364,0.3454944,80.26107,83.184425,79.65259,79.847694,83.33118,85.35747,135.53566,134.02821,135.75328,135.4396,136.6223,137.12347
358.8009,3.7560048,3.7969065,3.7506618,3.7361236,3.7289035,3.6739554,77.473526,0.3343072,79.10016,76.235306,79.937874,81.35135,82.249794,86.29494,136.8687,137.57489,135.94078,136.13751,136.0929,137.85973
359.3976,3.7497435,3.7358856,3.750715,3.7049794,3.8265638,3.6674092,77.82199,0.36802816,79.38748,80.93476,80.10216,84.029724,75.809525,86.7451,136.80891,135.4014,136.14632,137.12065,134.34233,138.33214
356.87158,3.7447329,3.7786908,3.7475023,3.8292084,3.7285855,3.7364879,77.131744,0.31848636,79.40064,77.353386,79.83259,73.85158,82.250465,81.3798,135.93134,136.66603,135.56108,133.39464,135.82822,135.71991
358.92532,3.754747,3.7540252,3.754436,3.7345927,3.818943,3.7165897,77.370964,0.33114162,78.87162,79.417816,79.73701,81.40443,75.84474,83.12701,136.73952,136.07361,135.80011,136.18285,133.37589,136.35518
359.0105,3.7353463,3.7587965,3.748067,3.7613606,3.8819177,3.7630577,77.46781,0.33029553,80.13303,78.94055,80.22249,79.42393,71.720024,79.96008,135.88638,136.41638,135.94124,135.70306,132.22334,135.41432
359.19632,3.7345998,3.7318537,3.751708,3.8667023,3.8794398,3.7618642,77.59184,0.3373173,80.392876,80.969124,79.94075,71.69977,71.671005,80.000114,135.72328,135.41599,135.95306,133.10205,131.66959,135.3375
358.458,3.759145,3.7260091,3.7508023,3.874092,3.896189,3.8149538,77.365776,0.3584904,78.69032,81.32181,79.90054,70.9839,70.52366,76.41514,137.12389,134.96913,135.7816,132.57568,130.57204,133.24348
360.33444,3.7355015,3.7415266,3.7523375,3.666145,3.8998775,3.7453873,77.514305,0.32512373,80.206024,80.41906,80.09269,86.80237,70.90651,81.72484,135.71399,135.56534,135.86897,137.50984,131.62836,136.11134
359.72357,3.7487266,3.7630172,3.7552152,3.8233483,3.6626651,3.812451,77.21314,0.3256977,79.23014,78.769135,79.724495,75.347916,88.03015,76.84617,136.29288,136.29623,135.65643,134.01506,137.60013,133.39548
359.9431,3.7478142,3.7777605,3.7510183,3.6847694,3.7188869,3.7079153,77.336105,0.34665748,79.39422,77.68975,80.077934,85.35382,83.58451,84.06554,136.34633,136.66292,135.77443,136.98917,136.77621,136.87857
359.22906,3.7344658,3.7651603,3.7580721,3.6578813,3.7467046,3.6588511,77.3948,0.33039805,80.14081,78.56157,79.47702,87.52613,81.542854,87.384796,135.70946,136.3043,135.7336,137.74203,135.94147,138.00337
359.85983,3.7370079,3.721532,3.74722,3.736663,3.7328014,3.6766002,77.448555,0.3380307,79.96224,81.74047,80.42992,81.62953,82.253685,86.5808,135.79399,134.75925,135.77777,136.24666,136.61661,137.79712
360.04233,3.7499886,3.724412,3.7532818,3.8463356,3.9099128,3.6966743,77.54991,0.34739786,79.23152,81.37737,79.95497,73.47353,70.06233,85.10948,136.56111,135.09753,135.88571,133.74207,131.45955,137.28934
359.77747,3.7415962,3.7815535,3.756471,3.8215344,3.7872002,3.758937,77.59993,0.3351704,80.06727,77.55254,79.79209,75.315865,77.85046,80.28086,136.29575,137.39323,136.08073,134.23163,135.30988,135.62254
360.37314,3.7324817,3.772954,3.7603705,3.7904978,3.734988,3.7240322,77.593544,0.37421083,80.4272,78.435196,79.50564,77.339554,82.88569,82.90583,135.69202,136.61887,135.93936,135.01021,135.8245,136.7214
359.9317,3.748273,3.7107756,3.762683,3.8628216,3.8817673,3.7267604,77.51235,0.35477814,79.54494,82.40064,79.328636,72.47506,71.544945,82.74719,136.43051,134.36098,135.91434,133.28116,132.56558,136.32814
359.12592,3.718141,3.7666326,3.750341,3.8121128,3.845089,3.7956464,77.31859,0.37721872,81.02041,78.482475,80.01265,76.42825,74.102104,77.77525,134.73807,136.33098,135.69046,134.19696,132.67026,133.96806
358.37375,3.7448442,3.8408,3.7521029,3.6426528,3.8499386,3.7767074,77.57464,0.30292213,79.62354,73.25131,79.70632,88.43496,73.47223,78.573364,136.43896,139.1722,135.94012,137.87897,132.82,134.98701
359.22885,3.748454,3.7015488,3.7554798,3.8833952,3.7594457,3.677098,77.36884,0.3278025,79.218185,82.932846,79.697975,70.52622,80.21854,86.07165,136.50499,134.1981,135.84218,132.1982,135.25125,137.72421
358.28513,3.753711,3.742987,3.7536337,3.8624992,3.878458,3.644826,77.1117,0.34376383,78.94638,79.96468,79.61419,71.89091,71.844795,88.718735,136.4495,135.60782,135.52592,132.65726,131.48007,137.85707
360.5375,3.7407956,3.7436378,3.7647693,3.8639657,3.6755567,3.6622975,77.80618,0.31672606,80.16021,80.430725,79.24531,72.108185,87.042435,87.50741,136.23071,135.7517,136.20695,133.48926,137.60333,138.59262
359.54495,3.724006,3.7491271,3.7511046,3.629864,3.7376351,3.76766,77.38292,0.32411534,80.7359,79.862045,80.0407,89.78564,82.35275,79.608185,135.06752,135.78893,135.80264,138.25687,136.44028,135.27637
359.88416,3.7393546,3.7068794,3.758992,3.8085868,3.8040245,3.830972,77.605644,0.32828176,80.16752,82.79601,79.54197,76.252304,77.112816,75.328865,136.0307,134.34628,136.12167,134.90785,134.15678,133.24097
358.21942,3.7381735,3.7300756,3.7558382,3.8542473,3.793652,3.7450788,77.0233,0.34503347,79.611946,80.714645,79.41727,72.45699,77.83874,81.11537,135.67404,134.90776,135.37827,132.7161,133.86894,135.58255
358.3454,3.7309902,3.7582846,3.757223,3.7537687,3.776346,3.7002008,76.870255,0.33484355,79.99553,78.7923,79.32742,79.85617,79.1336,84.36992,135.11174,135.91661,135.3304,135.1374,134.63222,136.17754
358.25513,3.738672,3.7467203,3.7611284,3.8470159,3.7771013,3.790716,77.412025,0.3301907,79.879776,79.6565,79.05679,72.77493,78.84327,77.86686,135.86589,135.96307,135.88304,133.18056,135.0384,134.01672
358.13306,3.7456768,3.7287714,3.7453442,3.8526664,3.6318703,3.7611687,77.22763,0.3410278,79.35754,81.08151,80.19151,72.13309,89.33764,79.88225,136.26886,134.90375,135.593,132.77309,138.07692,134.98918
361.021,3.725744,3.8102207,3.760144,3.6720815,3.8452005,3.7219567,77.62664,0.35327166,80.951096,75.73213,79.60852,86.430374,74.55104,83.23158,135.27652,138.40897,136.08305,137.35466,133.25854,136.82312
361.08505,3.734544,3.7941635,3.7616556,3.6591249,3.790606,3.679802,77.46821,0.35819826,80.13899,76.73551,79.4661,87.702415,78.404305,86.47372,135.69028,137.13339,135.82373,137.17596,135.28813,137.791
359.03745,3.7393048,3.7840977,3.746832,3.7613006,3.7227798,3.7895992,77.67292,0.32782203,80.12424,77.57083,80.27905,79.64851,82.91126,78.09654,136.15294,137.65024,136.18816,135.73871,137.07979,134.49953
359.87766,3.730548,3.724554,3.754574,3.8899398,3.8251655,3.7658753,77.87824,0.32257223,80.71504,81.78682,79.865265,70.16514,75.89604,79.84216,135.79936,135.3075,136.25237,132.44139,133.9421,135.78029
359.92947,3.7469778,3.7343345,3.763218,3.6843748,3.7933066,3.74452,77.91903,0.3322677,80.02214,81.18814,79.28184,85.9588,77.76715,81.45318,136.71303,135.70845,136.2531,137.47939,134.91101,136.30672
358.30353,3.755797,3.7588265,3.7567317,3.62739,3.8205078,3.7517648,77.829575,0.35512596,79.36035,79.202126,79.49088,89.23149,75.43928,80.45078,137.11882,136.62132,136.27948,138.47386,134.16135,135.8646
360.1744,3.748238,3.755731,3.751315,3.62794,3.8462574,3.7669303,77.40903,0.35979235,79.50716,79.42704,80.23117,89.97355,74.50572,80.03601,136.258,136.024,135.8348,137.92317,133.08412,135.17044
359.47958,3.7415395,3.7638078,3.7510662,3.6362731,3.7508748,3.7102523,77.44503,0.31555852,79.92643,78.755516,80.03807,89.10286,80.79652,83.965485,136.06462,136.40366,135.82709,138.05864,135.58466,136.58563
360.12357,3.7439778,3.8048024,3.7579806,3.6935754,3.7136428,3.709124,77.290115,0.34065044,79.438576,75.86968,79.611855,84.976425,83.909676,84.181816,136.12311,137.58398,135.70645,136.91089,136.92044,136.85262
362.26138,3.7513857,3.7603035,3.7586718,3.6731935,3.764372,3.763948,77.92722,0.37066242,79.72361,79.58996,80.02852,86.70766,80.84284,80.568695,136.92891,136.50197,136.23723,138.20215,135.67949,136.03188
359.6131,3.7401276,3.7001166,3.7578683,3.7434268,3.7398832,3.767612,77.97426,0.3261705,80.19372,83.4907,79.5328,81.073746,81.575455,79.52197,136.30046,134.35146,136.43016,136.74713,135.86488,135.54706
361.79678,3.7635062,3.7772787,3.753314,3.7617078,3.6935177,3.6788774,77.70035,0.33059424,78.97241,78.11537,80.2839,80.28919,85.62562,86.69848,137.35213,137.02194,136.0104,136.00562,137.40033,137.99384
360.8158,3.7260919,3.7670116,3.7586083,3.6790414,3.8819854,3.7349472,77.5516,0.3507371,80.84881,78.582825,79.67099,86.276535,71.68014,82.30614,135.44594,136.65485,135.95619,137.65677,132.36235,136.44939
358.69348,3.7398794,3.777176,3.7454028,3.7928925,3.70347,3.7123806,77.6316,0.32142508,79.95283,77.6853,80.40333,77.02435,84.382576,83.403114,136.10516,137.10909,135.97794,134.92131,136.70271,136.58154
358.88367,3.7545328,3.7096288,3.7628593,3.6798635,3.6554506,3.6996667,77.47023,0.33254823,79.07496,82.37492,79.028336,85.57602,87.98876,84.223335,136.82112,134.44067,135.93275,137.15054,138.24896,137.19383
358.8258,3.756351,3.7318437,3.7578986,3.6795042,3.733231,3.6465578,77.498436,0.30797702,78.97965,81.0579,79.450134,85.81125,81.97296,88.25753,136.98839,135.5087,135.89009,137.36548,136.03857,138.38338
356.0766,3.7406862,3.7641127,3.741752,3.7221694,3.8235683,3.7642188,77.313614,0.37688705,79.6643,78.21331,80.122025,81.83639,74.720505,78.94045,136.0598,136.33182,135.60089,136.22055,132.94774,134.65648
357.50266,3.7382705,3.7114675,3.7482615,3.84135,3.714082,3.7060497,77.33881,0.37808198,79.85091,82.326416,79.94458,73.2662,83.68916,83.89356,135.96994,134.6961,135.64316,133.26141,136.02277,136.57161
360.55283,3.742562,3.783843,3.7544832,3.7719905,3.680136,3.7619088,77.43405,0.30949327,79.781265,77.47131,80.01311,78.92485,86.13278,80.72388,136.11877,136.97699,135.83618,135.78026,137.44531,135.48097
359.4414,3.7424617,3.7205694,3.7539809,3.6952648,3.8954995,3.751015,77.48545,0.3500843,79.816025,81.74305,79.79661,84.686134,70.7114,80.735825,136.16936,134.68991,135.90945,136.74542,131.87332,135.72562
360.65344,3.7433417,3.784717,3.760222,3.6723723,3.7820761,3.6522596,77.380165,0.36402282,79.74506,77.20667,79.557686,86.32228,79.10405,88.56032,136.08594,137.08592,135.77728,137.44101,135.32416,138.39455
360.58582,3.7437723,3.7597227,3.7583792,3.7184787,3.707677,3.7140276,77.56297,0.35155588,79.649765,79.02702,79.67211,82.95207,84.46045,83.88622,136.27312,136.50636,135.9854,136.70233,136.7671,137.1764
358.27002,3.743635,3.737364,3.7543385,3.6382024,3.6471655,3.7265458,77.41675,0.38960075,79.54728,80.507545,79.62375,88.302895,88.53024,82.323074,136.20572,135.65666,135.89905,137.7983,138.2295,136.18199
359.94247,3.7358372,3.734073,3.7591636,3.8905385,3.6613238,3.7241917,78.23076,0.37833104,80.66908,81.276924,79.6219,70.00997,87.44243,82.74332,136.25276,135.95335,136.58195,133.01111,138.09273,137.09131
357.76953,3.7483454,3.7684655,3.7584999,3.630268,3.90345,3.6744938,77.277824,0.34126663,79.384995,78.156815,79.07826,89.245834,70.09664,86.01104,136.42566,136.62956,135.78317,137.6954,130.82112,137.25746
359.07138,3.7394094,3.7375128,3.7540011,3.6697483,3.8498428,3.7413847,77.297775,0.34249413,79.92187,80.551575,79.65117,86.468185,74.121124,81.5635,135.9136,135.40851,135.72299,137.005,132.72232,135.53568
360.69617,3.7298687,3.756088,3.7605503,3.733933,3.8902125,3.6923687,77.64219,0.32030007,80.63534,79.47022,79.58995,81.81455,70.87558,85.577866,135.45479,136.21748,136.1118,136.8279,131.66437,137.53139
359.75394,3.7396195,3.7728267,3.7475495,3.828536,3.8867507,3.6910195,77.570816,0.32291645,79.97291,78.327774,80.43018,74.804726,71.876625,85.449425,136.21118,136.97412,135.9772,134.09996,132.02402,137.39491
360.24548,3.738693,3.7695458,3.7569888,3.8867106,3.8746984,3.70263,77.728714,0.35726333,80.15554,78.74371,79.76735,70.66324,72.24616,84.26154,136.23798,137.04587,136.10695,132.49828,132.79454,137.22646
359.7199,3.7485456,3.7768373,3.752553,3.8749366,3.9005084,3.716733,77.713974,0.36644268,79.526085,77.85864,80.03527,71.720146,70.1794,83.27722,136.5532,136.92604,136.19768,133.10042,131.06471,137.0165
358.84793,3.7496328,3.788865,3.7506335,3.853458,3.6457486,3.735158,76.99719,0.3283928,79.1847,76.653175,79.918526,72.85401,88.64586,82.09305,136.24838,137.00774,135.43103,133.09245,137.31046,135.49509
357.39252,3.7477088,3.791661,3.7468247,3.8284397,3.6932652,3.729716,77.11573,0.32937562,79.11633,76.32501,79.881775,74.26713,84.85972,81.748405,136.35124,137.25543,135.619,133.71318,136.80206,135.83498
360.08954,3.747046,3.7599308,3.7529175,3.734083,3.7050395,3.7576735,77.521576,0.33289728,79.5997,79.295555,80.02681,81.602974,84.17118,80.57441,136.37416,136.45523,135.79555,136.3606,136.78304,135.56927
360.9416,3.7451358,3.7761333,3.7604394,3.6428394,3.7073696,3.8041253,77.32789,0.34811443,79.49914,77.89068,79.62434,89.15401,84.80824,77.702835,136.26776,136.88605,135.6626,137.97421,137.06036,133.88954
359.12054,3.7370653,3.7917602,3.7572894,3.6618683,3.7587147,3.7600226,77.301056,0.32591826,80.06261,76.60293,79.48494,86.85879,80.27748,80.06543,135.77843,137.39885,135.75009,137.60051,135.26598,135.22159
359.7075,3.7439642,3.7957888,3.7553015,3.6678164,3.6381505,3.6455853,77.363464,0.3570519,79.61642,76.71608,79.72812,86.698006,89.36888,88.47412,136.19113,137.43759,135.72726,137.37506,137.83134,138.36673
359.53525,3.7466564,3.7363641,3.7507894,3.6936893,3.6593645,3.7382197,77.46018,0.3420816,79.663795,80.64587,80.05017,84.76664,87.89086,81.914986,136.48093,135.44861,135.79185,137.05672,137.81522,135.86035
357.2449,3.7385857,3.724692,3.7508638,3.633294,3.7553842,3.7559988,77.49146,0.32807434,79.93107,81.14043,79.69272,88.80696,79.68819,80.03123,136.0231,135.02301,135.92453,137.58286,135.51166,135.25633
359.64706,3.7445664,3.774719,3.75108,3.840165,3.6959977,3.7228754,77.57513,0.3438833,79.845085,78.19694,80.07253,73.8091,85.37038,82.98255,136.31078,136.86702,135.91994,133.88339,137.33958,136.5198
360.32748,3.7425573,3.7739468,3.7506564,3.819545,3.7291288,3.7453914,77.48001,0.34959263,79.80539,78.3207,80.217094,75.7777,83.4676,81.80851,136.05693,136.82516,135.80615,134.43898,136.50125,136.04605
359.07584,3.7369134,3.7880926,3.754186,3.712272,3.7622495,3.7749534,77.52624,0.32186967,80.06099,76.99738,79.66128,83.3062,80.24878,78.88446,135.82535,137.53418,135.88983,136.79819,135.6168,134.82384
359.29724,3.7417498,3.7626698,3.750541,3.6926029,3.802669,3.776229,77.560036,0.29496014,79.88719,78.78959,80.10457,84.67881,77.33048,79.04423,136.0337,136.50536,136.04005,137.1187,134.48718,134.96405
358.49405,3.7457845,3.7405782,3.7542927,3.76373,3.682978,3.7386425,77.62004,0.38482517,79.8417,80.431435,79.6474,79.31734,85.71337,81.09067,136.48457,135.54773,136.01035,135.62296,137.38039,136.01685
358.02426,3.7449427,3.7334344,3.7554765,3.7710884,3.678306,3.7310293,77.515945,0.3805645,79.5426,80.76825,79.4977,78.43231,85.60837,81.874825,136.3249,135.53598,135.96925,135.5962,137.14803,136.07646
359.7285,3.7369332,3.711693,3.7520137,3.6806374,3.6702318,3.864336,77.39538,0.376985,79.98821,82.083305,80.080536,85.59894,87.164635,72.932495,135.77815,134.42625,135.73613,137.16386,137.45078,131.77771
357.41046,3.735732,3.7358994,3.7473614,3.636192,3.8822098,3.6862283,77.440575,0.33839014,80.03866,80.53041,79.896286,88.62856,71.36276,84.8808,135.90428,135.52534,135.78427,137.7786,131.69908,137.31445
358.9207,3.749877,3.7536328,3.7585094,3.7857008,3.7057605,3.835372,77.72833,0.35615063,79.64966,79.62559,79.40024,77.37391,83.79321,74.78296,136.81989,136.26642,136.10085,134.9099,136.92308,132.9859
360.25488,3.7502806,3.6900668,3.7501366,3.8347194,3.6601977,3.7261937,77.92685,0.3433076,79.74727,83.97708,80.345055,74.548874,88.148125,83.01521,136.88855,134.1293,136.31143,134.2641,138.47984,136.82942
360.04694,3.7469869,3.7545824,3.7566142,3.7454364,3.7522376,3.6996596,77.67355,0.33073586,79.6832,79.49857,79.754906,81.090294,80.979706,84.75137,136.489,136.36084,136.05875,136.49388,135.89613,137.3031
358.9016,3.734406,3.7072694,3.746707,3.695626,3.8306942,3.6758797,77.43538,0.32168505,80.155815,82.64263,80.28888,84.19226,75.262505,86.26911,135.74655,134.35808,135.77092,136.98741,133.7799,137.7556
360.8015,3.7495935,3.748373,3.7623243,3.6622307,3.8988771,3.8494618,77.54571,0.35222045,79.5373,79.91361,79.524666,87.46248,71.10068,74.44883,136.62265,135.96748,135.96622,137.47871,131.7447,132.58197
361.6927,3.7335,3.7429788,3.7635276,3.7828085,3.8444057,3.7090259,77.740005,0.31567395,80.53624,80.32756,79.61434,78.40332,75.12687,84.33787,135.7642,135.8011,136.18056,135.46309,133.90717,137.31549
359.92538,3.7498097,3.7511764,3.751634,3.6781511,3.6886184,3.7565906,77.47775,0.30200118,79.45708,79.70126,80.21326,86.26798,85.97674,80.76763,136.44186,135.95818,135.84949,137.26205,137.15695,135.42397
357.67853,3.74317,3.7411394,3.7418668,3.814179,3.67628,3.812224,77.296936,0.34044546,79.46324,79.96602,80.3676,75.35809,86.19032,76.014275,136.09714,135.71414,135.67943,134.1928,137.46005,133.24008
358.16208,3.7452438,3.7384028,3.7532334,3.741034,3.7364118,3.8299072,77.38409,0.3876467,79.78399,80.24717,79.73711,80.6989,81.50802,74.98187,136.37654,135.40324,135.8389,135.90079,135.813,132.70238
359.84525,3.746296,3.708744,3.754776,3.8353446,3.7674873,3.7013636,77.62035,0.3001201,79.671326,82.704865,79.94537,74.18815,79.796585,84.37862,136.29886,134.50764,135.95192,134.1755,135.49126,137.1116
359.12952,3.7422996,3.7467031,3.7598743,3.8523784,3.857826,3.6732962,77.20096,0.3306998,79.55623,79.75921,79.33608,72.89864,73.34741,86.5382,136.05965,135.58238,135.63564,133.1332,132.21828,137.44069
359.09293,3.7519379,3.769819,3.7552235,3.7994525,3.7985637,3.7318277,77.11766,0.37708396,78.97797,78.23554,79.61202,76.984856,77.923195,82.42415,136.32262,136.25075,135.58273,134.30144,134.29683,135.6899
359.00558,3.739538,3.691888,3.7458832,3.8126817,3.8580043,3.8033698,77.289696,0.34215903,79.82229,83.64586,80.33818,75.570305,73.09823,77.23275,135.89075,133.46759,135.50433,134.1657,132.53156,133.66669
360.85025,3.7540507,3.762296,3.7556677,3.851217,3.8072321,3.6975791,77.562965,0.31523955,79.262886,78.874374,79.9874,73.468765,77.48409,85.040764,136.87407,136.33217,135.86874,133.64983,134.67224,137.3956
359.07224,3.7391486,3.7092524,3.7553499,3.7317636,3.845673,3.735507,77.47852,0.3448349,79.84231,82.36961,79.557846,81.711914,73.69963,81.747185,136.14299,134.55249,135.89896,136.22179,133.23538,136.11768
359.0256,3.7447968,3.7901328,3.755484,3.6323063,3.8492367,3.6790261,77.29568,0.3136127,79.446335,76.8275,79.56805,89.530975,73.52074,86.05043,136.22917,137.44107,135.6842,137.88081,133.04857,137.47208
358.66125,3.747443,3.7466452,3.7501016,3.6929216,3.8689861,3.7347202,77.48103,0.34777468,79.49807,79.955246,79.94813,84.70914,72.56345,81.74276,136.547,135.91591,135.87065,137.1595,132.12335,136.26169
359.6348,3.732778,3.7707753,3.7499444,3.7857392,3.7327142,3.7458754,77.65914,0.31259996,80.39504,78.40424,80.133644,77.72098,82.51017,81.257225,135.77573,137.0069,136.00722,135.46346,136.26582,136.20535
360.20786,3.7297251,3.7606676,3.7557385,3.6912532,3.6687894,3.6475098,77.46405,0.31428653,80.5033,79.07012,79.824776,85.352486,87.559845,88.610725,135.43477,136.22968,135.8006,137.12202,137.91104,138.62955
358.60925,3.7338574,3.753744,3.7562766,3.6719642,3.8582141,3.759081,77.27761,0.33236971,80.21847,79.37661,79.442665,86.11295,72.97746,79.9607,135.6227,136.02834,135.54063,137.10524,132.6374,135.27542
357.95123,3.7439106,3.745873,3.753957,3.8608496,3.729419,3.798687,77.15826,0.36363262,79.280235,79.62667,79.6192,72.084465,82.063805,76.922966,136.07709,135.50955,135.7078,132.77069,136.15349,133.47807
358.98575,3.7528963,3.680338,3.7535748,3.871792,3.6931612,3.7959018,77.19702,0.3328233,79.00212,84.07309,79.8212,71.51827,85.2312,77.60447,136.39691,132.95502,135.58961,132.45744,136.96632,134.35233
360.0208,3.7321455,3.7945642,3.7544155,3.7389648,3.893029,3.7243888,77.39849,0.32972544,80.293434,76.7999,79.88343,81.192,70.59986,83.37357,135.46077,137.56488,135.78232,136.39056,131.74695,136.28029
358.53366,3.758432,3.7035737,3.7551286,3.766583,3.801038,3.7430942,77.497185,0.33349887,78.95839,82.87233,79.65094,78.970985,76.74543,81.178215,136.95328,134.2755,135.89462,135.37894,134.34184,135.74553
