N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
361.20703,3.7304978,3.746077,3.7542255,3.6379354,3.654322,3.6676536,77.79967,0.3334744,80.79669,80.41727,80.11514,89.63848,88.349785,87.35968,135.58273,135.93898,136.16942,138.25685,137.93733,138.30038
358.85797,3.7447767,3.8158185,3.7519298,3.6781118,3.675054,3.8102741,76.951805,0.35067117,79.356255,74.94681,79.79298,85.545006,86.44003,76.68029,135.87148,137.99246,135.31564,136.66223,137.17844,133.23137
359.8956,3.7514436,3.6985295,3.751243,3.7420568,3.884605,3.6978583,77.786865,0.34876102,79.634926,83.61934,80.14351,81.03956,71.40217,84.65745,136.86922,134.29326,136.18936,136.44699,132.58598,137.33995
359.96747,3.7503743,3.7918227,3.7579606,3.730948,3.8659375,3.7255452,77.377304,0.35460585,79.200485,76.88291,79.542175,81.71291,73.18377,82.72851,136.6858,137.4644,135.92403,136.51143,131.7936,136.42004
359.95752,3.7535331,3.7664428,3.7575374,3.7769172,3.8813102,3.6552668,77.81924,0.3445413,79.21501,78.888245,79.635994,78.37869,71.746056,88.01296,136.98581,136.85304,136.32774,136.00928,132.25294,138.48143
358.5949,3.731252,3.765015,3.7415526,3.7965941,3.7355175,3.7654574,77.14882,0.3647222,80.08009,78.43043,80.62772,77.033516,81.79674,79.600296,135.32849,136.29646,135.33922,134.6594,136.34102,134.89073
359.37473,3.7314544,3.7620995,3.750251,3.7662275,3.7391567,3.7689972,77.232605,0.31499633,80.16999,78.67854,80.094215,79.58607,82.09193,79.7651,135.34175,136.16083,135.55106,135.10811,135.80324,134.70752
357.81006,3.7397823,3.7350197,3.7513897,3.7740526,3.7226748,3.6254678,76.97687,0.34917915,79.59401,80.30599,79.58894,78.3797,82.82044,89.83671,135.73297,135.13158,135.30742,135.03458,135.85349,138.22928
359.50525,3.7406452,3.721525,3.7482538,3.740957,3.8463123,3.6601946,77.50845,0.33951882,79.88787,81.75539,80.32288,81.36663,73.937126,87.4872,136.09605,134.84628,135.93994,136.16382,132.98065,138.08287
360.61823,3.7354233,3.7880993,3.7554903,3.8825052,3.70231,3.6551497,77.53016,0.32403773,80.25726,77.37808,79.95459,71.026665,84.55688,88.19708,135.86696,137.10225,135.94962,132.73694,137.27808,138.23932
360.31943,3.7540069,3.7621427,3.7551508,3.6534426,3.8427284,3.6724699,77.2202,0.33791995,79.02781,78.94831,79.94713,87.85374,74.51492,86.97729,136.46118,136.29945,135.6406,137.27554,133.43498,137.41974
358.9316,3.7481077,3.7785745,3.7502115,3.7782257,3.671176,3.684636,77.33133,0.34528375,79.49341,77.690315,79.997116,78.32696,86.80093,85.557846,136.32208,136.87859,135.6714,135.22472,137.6939,137.32808
358.86124,3.7470078,3.7437727,3.745922,3.84423,3.7962415,3.633552,77.3902,0.3616049,79.40816,79.92715,80.349365,73.87702,77.67421,89.42407,136.26093,135.77985,135.74426,133.63892,134.20193,138.51262
361.57343,3.7493412,3.7502286,3.7533953,3.6669152,3.8827703,3.662666,78.24836,0.3755372,80.10207,80.16733,80.31545,87.554886,72.10718,87.73796,137.06015,136.6551,136.58978,138.55441,132.99045,138.86244
357.84467,3.7318347,3.7235115,3.7398453,3.6994972,3.7570455,3.7746072,77.71755,0.3862032,80.59821,81.47281,80.59807,83.36757,80.31896,78.80368,135.8217,135.30865,135.91257,137.26834,135.55753,135.11232
359.10068,3.735368,3.7022974,3.7430892,3.7008595,3.6945913,3.7050788,77.31811,0.33373493,80.056625,82.87295,80.579475,84.22399,85.25112,84.1302,135.61826,133.98929,135.67836,136.94751,136.69144,136.70245
359.56528,3.7396314,3.7124205,3.7481773,3.731624,3.737291,3.708647,77.54894,0.33973286,79.99476,82.23953,80.29147,81.82738,82.11727,83.95458,136.03418,134.47691,135.91722,136.38676,136.03041,137.04787
359.77115,3.7402604,3.752386,3.7541764,3.6749375,3.7478626,3.7181723,77.57584,0.32978693,79.98712,79.65414,79.88471,86.01317,80.93147,83.34008,136.07013,136.29431,135.92195,137.55885,136.00186,136.65744
358.87503,3.7356238,3.7131178,3.753531,3.876426,3.8821483,3.7472427,77.4358,0.32076478,80.11026,82.01125,79.725204,71.32549,71.75696,81.106026,135.8165,134.50066,135.88667,132.57396,131.76147,135.53888
359.94595,3.7480946,3.768009,3.7521133,3.6824083,3.826344,3.7487144,77.443306,0.37360263,79.34705,78.729225,80.12468,85.840904,75.129585,81.30114,136.43825,136.76619,135.7655,137.45854,133.50363,135.77875
358.19485,3.743605,3.7659607,3.7523603,3.8081746,3.6500013,3.7551358,77.15523,0.30673704,79.44113,78.49817,79.62462,75.97423,88.08655,80.31697,136.0866,136.4375,135.64223,134.12825,137.72513,135.05894
358.62625,3.7445872,3.7661154,3.7493007,3.824662,3.8390777,3.8492467,77.417915,0.32482466,79.7213,78.57967,80.061646,74.994965,74.43403,73.9049,136.2882,136.50468,135.75377,134.04105,133.60901,132.39854
358.69205,3.7465887,3.7378483,3.7546976,3.8050222,3.6503782,3.80086,77.569084,0.35278994,79.74812,80.43582,79.67725,75.87498,88.160706,77.24559,136.41838,135.61583,136.01617,134.7182,137.79282,134.1224
360.11826,3.734056,3.7802444,3.7641628,3.8657653,3.8067226,3.7084417,77.59569,0.3611976,80.24079,77.71069,79.18117,72.01524,76.62411,84.03928,135.67366,137.12509,136.09656,133.32034,134.17966,136.91727
357.7048,3.7397943,3.734769,3.7492025,3.740647,3.8094707,3.66726,77.54643,0.31813216,79.89627,80.636246,79.910484,80.83031,76.04456,86.51344,136.10449,135.49243,136.01396,136.0336,134.1544,137.79889
358.0453,3.7499087,3.7265484,3.7508492,3.7460406,3.7860322,3.7241895,77.55487,0.34684598,79.32815,81.00327,79.81571,80.428345,77.56278,82.54687,136.54935,135.22812,135.96404,135.85962,135.31995,136.57108
358.18414,3.7484472,3.7144318,3.7533655,3.7462347,3.6837888,3.7577014,77.63871,0.3462908,79.652504,82.1647,79.664734,80.78569,85.86997,80.04468,136.61382,134.94313,135.99951,135.94804,137.24162,135.01768
358.49124,3.7318463,3.7435744,3.7508454,3.741617,3.8265753,3.6561432,77.51189,0.32977727,80.3508,80.09617,79.93493,80.93074,74.97739,87.42525,135.74504,135.75586,135.97952,135.91536,133.41142,138.45273
358.26498,3.7413096,3.7216501,3.7489939,3.6382904,3.7821136,3.6836832,77.28922,0.31451344,79.7099,81.472534,80.03922,88.60814,78.995026,85.29787,135.96863,134.82526,135.71097,137.2997,134.76077,137.0269
359.06796,3.7252777,3.7054527,3.7563443,3.688692,3.7417495,3.659748,77.3767,0.32712036,80.65168,82.67917,79.638824,84.98177,81.348076,87.249054,135.206,134.10878,135.7375,136.77116,135.86133,137.768
361.25217,3.7494707,3.7681725,3.7622511,3.8580008,3.7907557,3.7601967,77.85046,0.33146083,79.65652,78.79742,79.53509,72.89494,78.942535,80.41826,136.89554,136.87401,136.40872,133.73091,135.1969,135.94307
358.39154,3.7434328,3.7629056,3.7564375,3.7002656,3.8560658,3.6672006,77.58194,0.33157516,79.79509,78.807014,79.45894,84.23577,73.01831,86.64712,136.21364,136.7107,135.97298,137.1992,132.81104,137.80856
357.54022,3.7399027,3.7371752,3.751541,3.6574967,3.8707347,3.673473,77.4103,0.3388373,79.73024,80.42855,79.64796,86.78239,72.00695,86.00522,136.13799,135.44449,135.80226,137.21931,131.95502,137.32703
356.74634,3.757224,3.7477815,3.745438,3.7886603,3.6614382,3.769762,77.19509,0.35562187,78.69971,79.42335,80.00761,76.95618,86.85821,78.81439,136.68353,135.8435,135.62498,134.8085,137.61826,134.32796
358.43265,3.7381434,3.7519457,3.7481062,3.6370199,3.900512,3.7319264,77.826996,0.34108046,80.300896,79.71202,80.10172,88.429794,70.26502,81.94949,136.2099,136.52875,136.1074,137.96323,131.95613,136.45184
357.8932,3.7520964,3.7160888,3.7570179,3.673174,3.8917491,3.6493852,77.532234,0.32940212,79.192894,81.819176,79.37161,85.637474,70.177536,88.00749,136.78267,134.81079,136.01793,137.14134,131.32889,137.93594
357.71683,3.7417583,3.7087657,3.7448657,3.637278,3.86298,3.69139,77.55285,0.34506926,79.88768,82.39083,80.28752,88.5952,72.35912,84.84259,136.34125,134.7617,135.8172,137.96436,132.46173,137.2661
356.98013,3.7327974,3.75426,3.7477846,3.873717,3.7498243,3.7172453,77.42109,0.35467714,80.22898,79.12851,79.876755,70.72019,80.66147,82.50523,135.62537,136.35915,135.69934,132.5971,135.4457,136.45805
358.277,3.7522771,3.7407308,3.7507846,3.6223922,3.8769279,3.7477553,77.607254,0.32440147,79.336784,80.3463,79.814064,89.60952,71.509346,80.971405,136.85274,135.73889,135.95773,138.22046,132.38321,135.80669
361.6998,3.7470956,3.7320828,3.7518966,3.6916497,3.8323374,3.7132208,77.54289,0.31776717,79.68968,80.93516,80.41626,85.593124,75.83823,84.24548,136.37648,135.30301,135.93985,137.14738,133.9843,136.79932
361.0387,3.7428505,3.735643,3.756371,3.7779953,3.8601325,3.7147973,77.379745,0.3514623,79.85393,80.91892,79.937256,78.83422,73.762566,83.91525,136.14687,135.19316,135.77177,135.15793,132.47455,136.96152
359.24084,3.741993,3.7712958,3.75609,3.8043125,3.683929,3.7322934,77.54276,0.34023726,79.87873,78.24532,79.60288,76.406395,85.74458,82.05549,136.05743,136.83434,135.9107,134.8573,136.97853,136.28972
360.71484,3.7407365,3.7330763,3.7522128,3.8270054,3.69856,3.6820734,77.647865,0.33426178,80.107796,81.03849,80.22529,75.23363,85.00905,86.05993,136.11925,135.45369,136.03429,134.26817,137.45137,137.84784
359.35785,3.751817,3.7169068,3.7552378,3.746742,3.858035,3.7272508,77.49483,0.31654602,79.32392,81.81575,79.79255,80.67064,73.28023,82.55756,136.5634,134.80292,136.01947,136.05167,132.6286,136.38931
359.9192,3.7484562,3.748608,3.7557147,3.7626257,3.7989016,3.6537163,77.53513,0.33574945,79.48872,80.04744,79.93355,79.729904,77.46673,88.05631,136.48865,135.82455,136.07074,135.70671,135.05833,138.2713
358.4946,3.7333343,3.73608,3.7523127,3.7348158,3.8758564,3.7337453,77.34314,0.30673635,80.19217,80.54888,79.803604,81.45298,71.79518,81.96169,135.67973,135.4253,135.73904,136.21706,132.0064,135.72522
358.86252,3.7444797,3.755475,3.7484777,3.8089771,3.7237523,3.703043,77.5555,0.2945945,79.68484,79.40029,80.08655,76.21053,82.71746,84.270615,136.3378,136.31966,135.95888,134.53073,136.80023,136.89677
360.1375,3.7470152,3.7243485,3.7541869,3.8167648,3.6860876,3.7649775,77.5019,0.31588542,79.58304,81.591934,79.944046,75.71256,85.93111,79.95025,136.40915,135.09293,135.85999,134.41058,137.20558,135.02478
359.452,3.7403033,3.7504208,3.7633426,3.6708462,3.7156708,3.6311123,77.479324,0.3568264,80.0011,79.556274,79.16469,86.41568,83.42381,89.88174,136.09703,135.7575,135.91016,137.2535,136.79315,138.77771
358.99878,3.7291749,3.7469747,3.7480974,3.7745488,3.724443,3.7377431,77.43634,0.33735758,80.502716,79.986015,80.0992,78.286896,82.99104,82.05347,135.40031,135.74248,135.79991,135.35365,135.99837,136.16165
358.84155,3.7416897,3.7641537,3.7485433,3.771663,3.722077,3.747439,77.49924,0.35659525,79.79908,78.87736,80.11061,78.85016,82.785446,81.18179,136.1103,136.53912,135.9023,135.92812,136.7662,135.78107
360.2031,3.7403548,3.773371,3.7452161,3.6924994,3.6764133,3.6823711,77.52219,0.3852874,79.93351,78.19637,80.61758,85.01787,86.74575,85.99093,136.03546,136.9307,135.84795,137.5009,137.60184,137.24384
360.6662,3.7484531,3.738798,3.7578695,3.6918526,3.858624,3.8012047,77.74867,0.3557281,79.64333,80.83904,79.78025,85.40299,73.54085,77.76633,136.53542,135.89987,136.11586,137.34087,133.3881,134.32286
359.21933,3.7379365,3.7555714,3.7542982,3.7259307,3.7420948,3.6999702,77.566086,0.32177138,80.19652,79.4823,79.76442,82.06969,81.60082,84.63327,136.08075,136.46614,135.92628,136.4609,135.78058,136.9178
359.24878,3.7346766,3.7611415,3.760993,3.8216748,3.673243,3.823624,77.61716,0.320741,80.256355,79.13548,79.1823,74.74429,86.61953,75.5487,135.80655,136.51376,136.03464,134.42372,138.01251,133.43436
358.40805,3.7405305,3.7058344,3.7462788,3.8850386,3.667053,3.7140558,77.38673,0.38301283,79.81991,82.57028,80.20145,70.54847,87.09383,83.33447,136.04695,134.25838,135.7113,132.33478,137.30716,136.45758
359.1448,3.7486126,3.721416,3.7533057,3.8318315,3.7249212,3.742984,77.43784,0.34341675,79.3379,81.66512,79.851845,74.06436,82.42792,81.41538,136.49416,134.89195,135.83653,133.93564,136.4776,135.62509
358.62912,3.7334301,3.7288232,3.752079,3.878808,3.725703,3.7004902,77.49955,0.3235168,80.346146,81.09879,79.80147,70.64665,82.4678,84.34113,135.66676,135.31361,135.93436,132.59486,136.32695,137.20456
359.2459,3.753815,3.7457328,3.757155,3.6608028,3.652,3.7164526,77.60141,0.3959182,79.14365,79.83144,79.548386,87.09727,88.549675,83.232574,136.99203,135.97311,135.96346,137.94922,138.13657,136.66063
358.85486,3.744257,3.7362726,3.7592566,3.6346073,3.76867,3.7333617,77.40404,0.37777334,79.467926,80.46169,79.16671,89.09663,79.084595,82.169495,136.28957,135.46419,135.7999,137.63159,135.37106,135.92685
357.91757,3.73861,3.7183642,3.7533069,3.8378808,3.7638726,3.6841352,77.450806,0.3276413,79.88978,81.73452,79.64221,73.80821,79.498695,85.43943,135.86198,134.92014,135.87866,133.21466,135.47899,137.36157
359.4607,3.7386596,3.7431722,3.7505322,3.775789,3.6576335,3.6846695,77.51133,0.31384048,80.103516,80.35156,80.032845,78.44492,87.89791,85.907234,136.13338,135.61913,135.78612,135.7867,138.26384,137.54126
362.15875,3.7446933,3.741225,3.7604158,3.8955586,3.740615,3.7744193,77.73626,0.34351546,79.875465,80.60757,79.8894,70.2226,82.26301,79.96426,136.43423,135.67506,136.13719,132.96658,136.71545,135.56563
358.53757,3.7457833,3.7335708,3.755561,3.8201125,3.8067203,3.7287414,77.42462,0.3211721,79.465866,80.8172,79.47872,74.98569,76.65035,82.26377,136.3265,135.38678,135.78992,134.30687,134.1718,136.10616
360.0379,3.753698,3.7646825,3.7594163,3.8330677,3.7853663,3.662714,77.50489,0.32067996,79.03525,78.81009,79.59915,74.29589,78.53005,87.453285,136.91713,136.47797,135.87234,133.91698,135.02649,138.03835
361.92767,3.7290905,3.779858,3.7598827,3.82658,3.7659206,3.741702,77.63412,0.3656968,80.79989,77.79839,79.78217,75.35119,80.741646,82.32226,135.46555,136.98808,135.9696,134.41743,135.66957,136.53783
360.753,3.7431872,3.7302108,3.7609673,3.6765273,3.860501,3.723186,77.8205,0.3398422,80.04051,81.29905,79.502235,86.23879,73.16538,83.32122,136.45018,135.49236,136.18994,137.68422,133.14044,136.7533
359.92914,3.7507737,3.709317,3.756271,3.885755,3.893745,3.6755812,77.566315,0.29117462,79.33086,82.61494,79.72341,70.5447,70.76408,86.45624,136.69827,134.16515,136.00288,132.45203,132.0543,137.71292
359.19504,3.726981,3.7770512,3.7525463,3.8190136,3.686185,3.8063715,77.210785,0.3708333,80.48052,77.72279,79.861855,75.96,85.7286,76.96381,135.13013,136.58748,135.52142,134.06525,136.68124,133.64716
360.04935,3.758356,3.7194655,3.762456,3.6539755,3.8599536,3.7025635,77.57063,0.346501,79.13341,82.03295,79.343094,87.83643,73.84675,84.59335,137.13338,134.90022,136.12964,138.0701,132.81215,137.1092
361.05823,3.7571437,3.7607982,3.7589848,3.7828653,3.9037676,3.6686451,77.39227,0.37250122,78.98882,78.927704,79.70612,78.468956,71.11462,87.4094,136.70505,136.34584,135.87177,135.45377,131.20741,137.81213
360.16992,3.7638934,3.7429414,3.765397,3.7190504,3.8905878,3.769073,77.4804,0.3567649,78.546486,80.4583,79.06148,82.900635,71.38977,79.744606,137.32501,135.86281,135.90392,136.69234,131.9175,134.9685
360.3551,3.7423232,3.7295697,3.7515879,3.6924093,3.6423597,3.7937713,77.67815,0.33009833,80.03438,81.38237,80.25202,84.85263,89.14487,78.13438,136.24463,135.55879,136.05675,137.39877,138.00742,134.49854
357.81332,3.7400484,3.701175,3.7531276,3.8499408,3.787781,3.6934183,76.964714,0.33729732,79.52054,82.581436,79.493935,72.87574,78.04571,84.89613,135.61769,133.91183,135.4269,132.78456,134.04573,136.68832
357.28976,3.7422497,3.7880976,3.748608,3.7064805,3.691471,3.7653463,77.34178,0.31975093,79.60522,76.832664,79.88032,83.25504,84.84184,79.31991,136.11966,137.3793,135.64581,136.53128,137.05147,134.62181
359.16626,3.757961,3.7648618,3.7499332,3.8594735,3.8303626,3.6981876,77.67383,0.33933648,79.11407,78.6184,80.19358,72.2346,75.1406,84.34569,137.0019,136.7322,136.07704,133.69958,133.33267,137.3586
358.65558,3.735497,3.7184663,3.748237,3.860354,3.703881,3.7480621,77.0209,0.36550045,79.71697,81.53969,79.97024,72.508415,84.58149,80.972435,135.4226,134.70659,135.43654,132.4723,136.5755,135.23532
357.7757,3.7361248,3.7505257,3.7384467,3.7759504,3.7538714,3.760969,77.3219,0.33037174,80.00251,79.37229,80.71894,78.32998,80.2854,79.51346,135.70474,135.78792,135.54967,135.19696,135.53271,134.76129
358.94678,3.7379568,3.761298,3.7472093,3.796385,3.9007063,3.7713742,77.62253,0.31952512,79.97823,79.01925,80.17615,76.90497,70.41607,79.08002,136.07278,136.7238,135.98691,134.94876,131.27235,135.07135
359.46396,3.7334414,3.8013318,3.7546508,3.8028631,3.7649622,3.7625494,77.47481,0.36120474,80.34655,76.13127,79.728905,76.19547,79.495056,79.85019,135.67984,137.6594,135.84143,134.86913,135.0763,135.439
359.23975,3.7493007,3.7734022,3.7555954,3.7061512,3.7072303,3.721962,77.57407,0.33152476,79.39899,78.163414,79.737114,83.687515,83.95208,82.67481,136.60307,136.89226,135.94493,136.54349,136.72606,136.42192
360.08743,3.7411141,3.809084,3.7563,3.7068918,3.7627082,3.662189,77.53514,0.33446485,79.89421,75.664825,79.794716,83.74329,80.67843,87.21292,136.0464,137.96121,135.96944,136.89668,135.72673,138.09706
358.82938,3.7420428,3.6817865,3.7507353,3.7065082,3.8275812,3.6868148,77.54269,0.32884514,79.81726,84.24454,79.94051,83.39859,75.08296,85.60423,136.27089,133.23006,135.94077,136.88959,133.70099,137.56563
359.34958,3.7392938,3.716729,3.7477055,3.6760821,3.6993937,3.7494144,77.59481,0.32500342,80.05758,82.0272,80.31814,85.982994,84.32643,80.825516,136.05519,134.8391,135.97006,137.34311,137.17921,135.85486
360.23892,3.7304993,3.7199888,3.7530837,3.7521567,3.6850173,3.7134664,77.7298,0.35836446,80.7396,82.10923,80.03392,80.44408,85.79598,83.93266,135.79228,134.82782,136.09938,136.02956,137.43472,136.9404
359.3278,3.734341,3.7766595,3.753239,3.6890686,3.8485062,3.7824368,77.36815,0.31091774,80.19466,77.86162,79.879684,84.967545,74.17526,78.68979,135.65729,136.96251,135.82368,137.15083,133.08275,134.40836
359.45334,3.7397566,3.7233558,3.7525895,3.6959114,3.8872359,3.6791754,77.44211,0.36135933,79.90691,81.6721,79.87138,84.69529,71.30799,86.08678,136.12805,134.67259,135.92209,136.83289,131.9694,137.62585
357.2306,3.7474656,3.7111547,3.7444086,3.7568073,3.868237,3.6982975,77.44963,0.3644296,79.33486,81.96503,80.213776,79.299835,72.04099,84.23178,136.43149,134.61,135.84386,135.47252,132.38042,136.69455
358.40186,3.7416573,3.691111,3.7467017,3.7144809,3.7463236,3.7159646,77.471405,0.3677788,79.959114,83.630394,80.143555,83.011734,81.360634,83.26425,136.10439,133.79793,135.88025,136.70833,135.83461,136.48676
358.26837,3.7391038,3.7734783,3.751492,3.8673506,3.7456272,3.8265872,77.16606,0.30140167,79.8217,78.04345,79.756546,71.71449,81.42746,75.46583,135.91447,136.45929,135.51633,132.49792,135.52548,132.83453
358.41968,3.7421684,3.7171283,3.7536614,3.7445626,3.897444,3.6297922,77.86913,0.32382143,79.96792,81.90964,79.6931,80.42558,70.11967,89.38431,136.3392,135.17659,136.24612,136.48807,131.77371,138.94629
359.16278,3.7352717,3.7432044,3.7509258,3.6419027,3.6610148,3.736603,77.98331,0.33249485,80.545425,80.36637,79.988205,88.5543,87.683495,81.47057,136.0091,136.17604,136.41592,138.25102,138.71703,136.53247
359.1874,3.7315104,3.770233,3.7618647,3.6622381,3.669031,3.7203143,77.507164,0.33890343,80.537476,78.37824,79.190414,87.08635,86.81534,83.063774,135.62466,136.74312,135.86426,137.61488,137.95285,136.7519
359.20187,3.7299051,3.6984963,3.7523146,3.728406,3.7879052,3.7318969,77.63037,0.3458728,80.527176,83.370094,79.9554,81.86112,77.58179,81.8615,135.51929,134.13072,136.10947,136.50098,135.16446,136.01888
359.2001,3.7492414,3.8032148,3.7517183,3.6719196,3.8153222,3.6933172,77.51066,0.33074188,79.40497,75.87684,79.988266,86.31963,76.10416,85.03292,136.44948,137.89957,135.9917,137.37506,134.04753,137.09473
358.5588,3.7407725,3.7729537,3.7515218,3.7180312,3.7533195,3.6799777,77.51053,0.35611936,79.97251,78.28651,79.8344,82.64298,80.735176,85.90295,136.111,136.7654,135.81227,137.14313,135.61188,137.7993
359.25113,3.7402864,3.748644,3.7523453,3.7578287,3.6912541,3.7254941,77.47241,0.31636414,79.837746,79.69514,79.90557,80.02515,85.356964,82.458565,136.00775,135.79706,135.85106,135.31897,136.90742,136.41896
358.17947,3.7468176,3.7309632,3.750911,3.6682491,3.6999311,3.643525,77.33223,0.35200423,79.42028,80.83527,79.83118,86.193214,84.283485,88.43201,136.42998,135.20392,135.68788,137.24132,136.93251,138.02959
358.80582,3.739456,3.733257,3.7563226,3.6920898,3.6999032,3.7691011,77.28377,0.3340564,79.80081,80.7971,79.51818,84.87072,84.607445,79.45325,135.9043,135.2908,135.71162,136.90434,136.85927,134.66417
359.00037,3.7469246,3.7181592,3.7554696,3.7429721,3.8258352,3.8489192,77.366806,0.36493146,79.43941,81.7902,79.60319,81.14191,75.984436,74.25715,136.35814,134.79768,135.73975,136.29741,133.43117,132.09644
358.2689,3.7356741,3.7069557,3.7486234,3.840243,3.7267668,3.6816237,77.26491,0.3514213,80.025085,82.28098,80.03414,73.2848,82.52289,85.629166,135.72295,134.22014,135.58463,133.27821,136.22691,136.85304
358.4787,3.7472095,3.7999332,3.7497935,3.8431296,3.79446,3.6605208,77.52827,0.3288818,79.4735,76.01259,79.9577,73.01435,77.953094,86.943306,136.45393,138.02838,136.0031,133.61397,134.79344,138.23726
360.0862,3.7397568,3.750754,3.7570689,3.893708,3.8966513,3.719165,77.55703,0.33391345,80.02316,79.597664,79.75328,70.33869,70.767334,83.532234,136.00012,136.02608,135.96452,132.55762,131.41518,136.91669
360.22812,3.7592058,3.7495966,3.7624485,3.8476975,3.7858517,3.7177646,77.350685,0.3292051,78.74024,79.912865,79.332886,73.65994,78.76983,83.78059,136.96414,135.9039,135.79582,133.23152,135.11516,136.8321
359.33057,3.7351456,3.764898,3.7485778,3.78847,3.732169,3.6592474,77.54436,0.3571427,80.24378,78.46161,80.258545,77.676865,82.17958,87.58816,135.72409,136.55235,135.90543,135.19128,136.14557,138.1876
360.50797,3.7408972,3.6790326,3.7545505,3.8749177,3.697677,3.7315123,77.571945,0.35842678,80.047386,84.74916,80.014114,71.569695,84.65571,82.97075,136.15895,133.03632,135.97264,132.8974,137.40057,136.48338
359.57797,3.7242541,3.7232609,3.752708,3.6490304,3.8624527,3.6816108,77.22843,0.35656,80.65205,81.23901,79.88587,88.114235,73.395744,85.94561,135.07065,135.06123,135.73833,137.58089,132.60246,137.40701
359.76685,3.751575,3.7090983,3.751878,3.8532412,3.8708317,3.7737398,77.52101,0.3275919,79.332726,82.31178,80.06534,72.89695,72.419304,79.49248,136.79292,134.71342,135.8524,133.67654,133.23984,135.22414
360.89645,3.7469914,3.7451963,3.7561383,3.7844849,3.9034722,3.758747,77.569084,0.36727804,79.57332,79.94222,79.94045,78.21844,70.41678,80.70753,136.53056,135.81847,135.94081,135.06049,131.84367,135.7389
360.73196,3.7271435,3.7418368,3.7575119,3.6464396,3.8608582,3.727328,77.508224,0.38409036,80.6919,80.67436,79.841225,88.54587,73.54531,83.0596,135.51117,135.46005,136.01303,137.61171,132.43483,136.86281
359.78513,3.751604,3.7341902,3.759545,3.8696601,3.8610733,3.7139268,77.63188,0.3473869,79.4629,81.03231,79.448044,71.73374,72.9381,83.48773,136.60252,135.23941,136.0632,132.97012,132.7745,136.80745
359.0367,3.743484,3.7996523,3.7569268,3.882988,3.7545202,3.7935352,77.38382,0.35025713,79.59065,76.25663,79.53902,70.896095,80.18004,77.95891,136.2338,137.55884,135.80666,132.20897,135.91808,134.05583
359.47595,3.7377198,3.738708,3.751006,3.8682632,3.6390092,3.6344028,77.27724,0.3497181,79.896965,80.60264,80.09251,72.147285,89.1667,89.51389,135.76115,135.29306,135.66832,132.89204,138.17584,138.46425
359.4918,3.7452586,3.736538,3.7475743,3.8080103,3.6559367,3.6843436,77.7327,0.33549014,79.73976,80.606575,80.40215,76.29203,88.09989,85.622375,136.42168,135.65562,136.10123,135.11209,138.13864,137.7601
358.64703,3.7443337,3.7516232,3.7482069,3.826756,3.6942058,3.761152,77.22099,0.32178319,79.46682,79.22678,80.03737,74.44993,85.339676,80.08886,136.11935,135.93204,135.65819,133.69493,136.54362,135.02382
358.0722,3.7350903,3.760118,3.7434494,3.8131785,3.9019134,3.644619,76.84535,0.3464401,79.7252,78.528244,80.32467,75.63156,70.052826,88.58408,135.41344,135.91887,135.21077,133.72366,131.05281,137.54594
359.08728,3.741319,3.7880213,3.749765,3.8076026,3.9056516,3.6797001,77.43577,0.32966658,79.8819,76.96316,80.08455,76.16916,70.02283,86.17206,136.0888,137.3678,135.85948,134.49957,131.24062,137.51323
359.66064,3.747563,3.7411618,3.7523437,3.8582935,3.8275154,3.7173173,77.35119,0.3392929,79.46512,80.32822,79.898186,72.719215,75.1445,83.0912,136.413,135.62347,135.6432,133.12605,134.00983,136.17409
359.98007,3.7489743,3.7768981,3.7511454,3.794289,3.8905957,3.7061965,77.578156,0.3685439,79.57686,78.08322,80.03044,77.094124,71.28013,84.44123,136.54482,136.97797,135.93852,135.12059,131.6422,136.99092
359.35645,3.7441394,3.7348628,3.7596176,3.8351724,3.7961674,3.7340398,77.32809,0.3349967,79.55175,80.722664,79.41057,74.30384,77.57365,82.05451,136.08887,135.43779,135.7153,133.52174,134.64102,136.06047
358.6425,3.7374406,3.7553647,3.751934,3.6618593,3.8429,3.735297,77.239555,0.36068562,79.805084,79.02216,79.75165,86.883255,74.391,81.927505,135.79497,135.95648,135.54665,137.26758,133.05786,135.79863
358.4263,3.7349343,3.7559347,3.7548766,3.7931252,3.787848,3.6933188,77.09119,0.3528545,79.95522,79.116135,79.59094,77.21251,78.31948,85.02051,135.47667,135.91516,135.57585,134.55754,134.56146,136.93349
357.45816,3.727269,3.7981505,3.747177,3.6230187,3.7265851,3.6753576,77.285484,0.35576034,80.354256,76.11448,80.068504,89.58933,82.739525,85.82687,135.2203,137.45778,135.6789,138.02657,135.97562,137.2213
360.5211,3.7583344,3.7676232,3.7592402,3.7275176,3.681841,3.7352023,77.61058,0.31846005,78.90631,78.74155,79.5705,82.20043,86.580956,82.4577,137.1811,136.75905,135.96422,136.79341,137.53448,136.49396
357.6519,3.7374992,3.7519605,3.7478971,3.693157,3.6410627,3.8215322,77.33163,0.3735211,79.88116,79.17852,79.93364,84.39641,88.80686,75.388824,135.78947,136.06256,135.72159,136.73602,137.71042,132.8352
