N,r,sigma,x0_0,y0_0,alpha_0,x0_1,y0_1,alpha_1,x0_2,y0_2,alpha_2,x0_3,y0_3,alpha_3,x0_4,y0_4,alpha_4,x0_5,y0_5,alpha_5,x0_6,y0_6,alpha_6,x0_7,y0_7,alpha_7
357.47623419615985,77.89943887262157,0.07821940471774126,80.07022592317574,136.3541012079779,3.737909329666174,80.08209395833711,136.44302844935666,3.740559954509743,80.20585333710046,136.17525580992148,3.7431141947053157,79.91268877490597,136.26688310826515,3.74849786169655,80.5261032678802,136.38477317704624,3.7402978496388624,80.5353143535958,136.39880008379612,3.7406266809704607,80.6327699838973,136.13765280599142,3.747058138333922,80.77773551395862,136.0647846216467,3.7427210689510413
357.39525775104886,77.92225602118111,0.08820920677973666,80.0971391263426,136.3723689114582,3.737828868399482,80.10912092099626,136.47354809652032,3.741485337756221,80.23607059759412,136.20645837476556,3.7425245161026437,79.85293408999938,136.29092244199438,3.749120055437472,80.5052179894795,136.46983585498586,3.740042114175934,80.50834608383725,136.4883204934931,3.740477830743055,80.6150440500589,136.1895690948839,3.74574761870201,80.76967529173194,136.0471494821006,3.742857821150144
357.39507514690695,77.92304591932343,0.07947071025348983,80.09714694443213,136.37237324250424,3.7378917694230576,80.1091965582165,136.47352659059277,3.741248982922129,80.23626191340612,136.20684671859425,3.7437052443181975,79.85306869914126,136.2906425116245,3.7489849113785594,80.50521166806135,136.46986269045473,3.7400622975539566,80.5083289581523,136.48833979479525,3.7397847646188707,80.61503489560938,136.18963116141813,3.7467668807722454,80.7697542739894,136.04691562977885,3.7427871153034853
357.3950862503074,77.92256322094944,0.08175307528344376,80.09714528572525,136.372371915094,3.7379047728584274,80.10919063925456,136.47351098165282,3.741339239793181,80.23631313754647,136.20679136758653,3.7431286817903517,79.85280364718851,136.29019078267393,3.7489312898514306,80.50521319447766,136.46985675121482,3.740067477610774,80.50836637682471,136.4882224226314,3.739663330204685,80.61503644407293,136.1896270041059,3.7467767066392335,80.76935108879336,136.04795239577948,3.7432901524003332
357.39507134186806,77.92407274994687,0.0807682201436827,80.09714848403192,136.37237431018647,3.737890303126019,80.10880991640992,136.47325196295108,3.7406754294145057,80.23622064118454,136.2066970104415,3.7431238738887496,79.85299979036061,136.29013220730994,3.749221535457588,80.50521048294148,136.46986747664977,3.7400615265477257,80.50833448116236,136.48835997779057,3.7404623666519847,80.6150338787658,136.18963494200682,3.74678674721701,80.7697292761834,136.0469974197387,3.742384127563021
357.40302531906474,77.91472124472713,0.08007913813592454,80.0942848827969,136.37043084667278,3.7378830063405277,80.08988415547651,136.45267997317495,3.741116656421961,80.23326833666226,136.2016284821831,3.742968166122994,79.86458112569447,136.296522858266,3.7490908607785633,80.50754820552262,136.4603456630543,3.7400786422094803,80.51181657075884,136.47629172078138,3.740486597292565,80.6168447461532,136.18418510204629,3.7478478345005763,80.75975874320292,136.07575138181173,3.7436988964436706
357.39973764787834,77.92694298741397,0.08570769811021978,80.09603820031359,136.3716208803959,3.737881266890692,80.0949715414175,136.45950851116177,3.740776514206306,80.23607947740545,136.20652512565692,3.742885367216248,79.85957040760387,136.29957339989946,3.7491702935598594,80.50632373618234,136.4653334695521,3.7400771408304805,80.50920505620668,136.4851213732846,3.7406100045320274,80.61594206973211,136.18697098322724,3.7467770302429817,80.77158194433947,136.044581403419,3.741837865516431
357.3951522115496,77.9232594292069,0.08486560676818979,80.09715152052378,136.37237697761057,3.7378511851902854,80.10912295542887,136.47360847841185,3.740715079419595,80.23605393997332,136.2064248333219,3.7434450955488177,79.85269352327325,136.28984232484876,3.748910725551773,80.50520711124783,136.4698804794747,3.740047914490928,80.50829521077095,136.48848511709363,3.7405942024709757,80.61503195826437,136.18960358187041,3.7457393235340946,80.7695026717667,136.04745466804627,3.742380140428312
357.3950300030215,77.92307810957145,0.09137130796926272,80.09723163252444,136.37243059938325,3.737899667879633,80.10943827251761,136.4738226005133,3.7412205220009778,80.2361304797082,136.20647972302854,3.743092646102229,79.85261648262008,136.29003751796526,3.7490148307443363,80.50513499736256,136.470175162017,3.740065138859062,80.50823607967779,136.4887339867911,3.7411798830743948,80.6149771139528,136.18984139622088,3.7477931111139626,80.76984706831836,136.04667150121736,3.744258615507444
357.40387099398976,77.91414134172953,0.0914617130160804,80.09364055440827,136.36999364585745,3.737875392617718,80.09270868053011,136.45333257213022,3.74121512093132,80.2421699140409,136.21537834395707,3.74249233558748,79.86550202698743,136.2902139425231,3.7486745694009826,80.50808680638355,136.45815212286885,3.7400870190088673,80.51258605582576,136.4732902649849,3.7397983590297192,80.61784640644115,136.18137401894325,3.746809580793673,80.76210557980913,136.0699449486625,3.7430101187282787
