N,r,sigma_r,sigma_t,x0_0,y0_0,alpha_0,x0_1,y0_1,alpha_1,x0_2,y0_2,alpha_2,x0_3,y0_3,alpha_3,x0_4,y0_4,alpha_4,x0_5,y0_5,alpha_5,x0_6,y0_6,alpha_6,x0_7,y0_7,alpha_7
357.26868642481895,77.8544532321812,0.023379814072306413,0.094208790712016,80.01766809731878,136.31843059390587,3.7378620389494817,80.05209052377322,136.40308822016416,3.7403992978295593,80.19441827563438,136.1725796154014,3.743072298413963,79.93659548700566,136.22502181958242,3.748396300670576,80.54216787499752,136.31929967389115,3.7396642406755145,80.65188433957104,136.40819164722419,3.7377133152681927,80.66733399619322,136.10462446714823,3.7460082019948877,82.75089934099425,136.79198823024092,3.7149708152749437
357.2616981992413,77.8598084935671,0.021049429589906184,0.11838656431830603,80.02138108203076,136.32095007009138,3.7379002804748054,80.02914675218383,136.43820181761262,3.741727577794595,80.17972746728145,136.1403521973693,3.7433786068743946,79.91566378820882,136.2412779643949,3.7474375894900516,80.54109832507028,136.32365248153937,3.739589824748188,80.64849417435887,136.42594368943978,3.738482948368105,80.66414955767968,136.11393078023366,3.7470313762314595,82.75205625062529,136.80619378233123,3.7137054446763442
357.27101237305396,77.85161456931273,0.02690427114237886,0.1172225099780835,80.01523645218528,136.3167796395605,3.7378976465487406,80.01568305506332,136.44162221708334,3.7416749445824564,80.19742012479784,136.14888251591256,3.7422549970324,79.86904671795457,136.2328110218928,3.7487540052146806,80.54287133811776,136.31643050416042,3.7395972926161605,80.65054948838859,136.41376620810055,3.7385339784006284,80.66523896183307,136.11062586765792,3.7470074417514114,82.75055315619264,136.79218463814874,3.716170796046312
357.2696762672037,77.8514211600951,0.02958480084848674,0.1240835738842449,80.01635069861716,136.31753618660352,3.7378791086670966,80.03425716026503,136.41967403990532,3.7416256781262844,80.17967838374479,136.14890378974286,3.743081552812686,79.8517181618268,136.24347637339386,3.7486893541604176,80.54254811623255,136.31775000693165,3.7396502786643455,80.6510806116571,136.41134653187314,3.7383919779742234,80.66792244605831,136.10317309506542,3.7460043149103845,82.75090024101544,136.80069900419178,3.715360135986428
357.2700265857504,77.85055293909545,0.021139438524645976,0.11884215290835515,80.014391261964,136.31620597916864,3.7378985867363625,80.00643610213886,136.45104231995666,3.7416478351810016,80.18559695583362,136.1648935648915,3.742779584985089,79.93384973671844,136.22150096948448,3.7476873577501504,80.54311246356158,136.31544800905453,3.7395922649797377,80.64966695087732,136.4187285712562,3.739224472359989,80.66666525532516,136.1063008295894,3.747022303584468,82.75507755390758,136.78979803412562,3.7148103911021733
357.267386237531,77.85389254878142,0.025770755853851746,0.12131535337666538,80.01806354339261,136.3186984871068,3.737894451321892,80.06165420041663,136.4031763024891,3.741469068380622,80.18821494895667,136.15778405024955,3.7428257556622033,79.90131363310458,136.22501229577054,3.747749428895308,80.54205250456405,136.31976725375694,3.739620016271621,80.64753264862155,136.42116440296707,3.73853251784959,80.66597786597016,136.10838771478507,3.7470754133133397,82.7484978939979,136.79706282202315,3.715250970733502
357.2798355254081,77.84228649817165,0.02492906255135097,0.11945093552734665,80.00924408182603,136.31271216900691,3.7379195893759785,79.96544332851937,136.46770402960732,3.742271433863194,80.23067259243449,136.12097545924337,3.742626931380797,79.88555225041237,136.22201864935025,3.748598074381765,80.54459872422254,136.3093973925057,3.739660482838645,80.6558417674593,136.4070784272117,3.7385170408569235,80.67320410778817,136.08746736445158,3.7450315177764755,82.75729699023626,136.78251930399614,3.7153091106992644
357.2674849565665,77.85257794877916,0.02633449866276035,0.11552618066040024,80.01766259852357,136.3184266890775,3.7378731603509228,80.11180987905801,136.34501931208607,3.7402813975328812,80.18760324149368,136.1537185753591,3.742803995230658,79.88340685387406,136.2322058029367,3.7485217449413173,80.54217095970436,136.3192855923273,3.7396360868350804,80.65053802238056,136.41700159278943,3.7378224201395374,80.66535137507223,136.11028685627858,3.747054029859997,82.75613450720738,136.7860661971478,3.7159546936354397
357.26790950858236,77.85654489161448,0.02739994223299602,0.12742719026532218,80.01879084688849,136.31919231892093,3.7378817024766136,80.06019145787042,136.3957029483163,3.741335669844488,80.18392050025896,136.1425830091888,3.7426632665851725,79.90145466614275,136.23650489234407,3.7477744889026687,80.54184432337979,136.32061771586947,3.7396652093569296,80.64766833383325,136.4215144731,3.7378538006122746,80.66736007497612,136.1043071995256,3.7450420499154315,82.74662530502354,136.80257306563817,3.715991706399185
357.2673567245465,77.85426071606862,0.025600691837072257,0.11252577524553205,80.0169582409212,136.31794821848518,3.73789958805038,80.07779070506531,136.38049042299215,3.741288264167566,80.19229133702623,136.166987767839,3.74285956600592,79.92510924385951,136.22935618723008,3.7482604755485043,80.54237263306905,136.31846240812789,3.7396051595308304,80.64873356452779,136.41900835728225,3.7385293064295806,80.67083101442405,136.0943032628892,3.7449781309333816,82.7513377686695,136.797654759177,3.715655735463882
